#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
18	79855151	79856150	PGSPRETT00000010547	PGALLT00000096761	-	PgeneID:ENSMUST00000183151.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[79855151, 79856150]]
1	108626905	108627228	PGSPRETT00000012333	PGALLT00000095128	-	PgeneID:ENSMUST00000185509.1	ParentID:ENSMUST00000086701	LEVEL_1	PSSD	[[108626905, 108627228]]
9	122141485	122142193	PGSPRETT00000000355	PGALLT00000091905	+	PgeneID:ENSMUST00000121130.1	ParentID:ENSMUST00000017548	LEVEL_1	PSSD	[[122141485, 122142193]]
3	5384405	5386040	PGSPRETT00000008106	PGALLT00000090221	-	PgeneID:ENSMUST00000194834.1	ParentID:ENSMUST00000006587	LEVEL_1	PSSD	[[5384405, 5386040]]
7	29328376	29328836	PGSPRETT00000000825	PGALLT00000088048	-	PgeneID:ENSMUST00000166613.1	ParentID:NA	LEVEL_2	transcribed_DUP	[[29328376, 29328836]]
2	139985045	139985970	PGSPRETT00000007656	PGALLT00000089165	-	PgeneID:ENSMUST00000119340.1	ParentID:ENSMUST00000109940	LEVEL_1	PSSD	[[139985045, 139985970]]
2	132334252	132334984	PGSPRETT00000008656	PGALLT00000093908	-	PgeneID:ENSMUST00000119763.1	ParentID:ENSMUST00000030455	LEVEL_1	PSSD	[[132334252, 132334984]]
10	59638564	59638972	PGSPRETT00000009358	PGALLT00000085643	-	PgeneID:ENSMUST00000189120.1	ParentID:ENSMUST00000143107	LEVEL_1	PSSD	[[59638564, 59638972]]
1	174239446	174239997	PGSPRETT00000011322	PGALLT00000093850	+	PgeneID:ENSMUST00000194947.1	ParentID:ENSMUST00000025357	LEVEL_1	PSSD	[[174239446, 174239997]]
1	1914297	1915803	PGSPRETT00000005846	PGALLT00000087750	-	PgeneID:ENSMUST00000182774.1	ParentID:ENSMUST00000044158	LEVEL_1	PSSD	[[1914297, 1915803]]
1	70769542	70770015	PGSPRETT00000000688	PGALLT00000089712	-	PgeneID:ENSMUST00000186254.1	ParentID:ENSMUST00000074038	LEVEL_1	PSSD	[[70769542, 70770015]]
2	67050863	67050944	PGSPRETT00000003310	PGALLT00000088030	+	PgeneID:ENSMUST00000119404.1	ParentID:NA	LEVEL_2	PSSD	[[67050863, 67050944]]
6	88903003	88903851	PGSPRETT00000010342	PGALLT00000089968	+	PgeneID:ENSMUST00000127465.2	ParentID:NA	LEVEL_2	PSSD	[[88903003, 88903851]]
2	104705812	104707911	PGSPRETT00000005075	PGALLT00000096160	+	PgeneID:ENSMUST00000117876.1	ParentID:ENSMUST00000084125	LEVEL_1	PSSD	[[104705812,  104706893],  [104706942, 104707911]]
7	1204941	1205279	PGSPRETT00000004696	PGALLT00000095121	+	PgeneID:ENSMUST00000206115.1	ParentID:ENSMUST00000140281	LEVEL_1	PSSD	[[1204941, 1205279]]
2	38063371	38063531	PGSPRETT00000012635	PGALLT00000088247	-	PgeneID:ENSMUST00000205220.1	ParentID:ENSMUST00000045802	LEVEL_1	PSSD	[[38063371, 38063531]]
X	84855398	84856442	PGSPRETT00000007445	PGALLT00000097127	-	PgeneID:ENSMUST00000122135.1	ParentID:ENSMUST00000110505	LEVEL_1	PSSD	[[84855398, 84856442]]
5	63732420	63733511	PGSPRETT00000011222	PGALLT00000083151	+	PgeneID:ENSMUST00000122364.1	ParentID:ENSMUST00000141629	LEVEL_1	PSSD	[[63732420, 63733511]]
2	88240128	88241063	PGSPRETT00000011716	PGALLT00000092598	-	PgeneID:ENSMUST00000137895.1	ParentID:ENSMUST00000099837	LEVEL_1	DUP	[[88240128, 88241063]]
7	11194398	11195023	PGSPRETT00000008981	PGALLT00000090397	+	PgeneID:ENSMUST00000206689.1	ParentID:ENSMUST00000177060	LEVEL_1	PSSD	[[11194398, 11195023]]
7	79000521	79001369	PGSPRETT00000008975	PGALLT00000087638	-	PgeneID:ENSMUST00000058881.7	ParentID:ENSMUST00000022163	LEVEL_1	PSSD	[[79000521, 79001369]]
4	123558087	123558784	PGSPRETT00000005085	PGALLT00000093513	-	PgeneID:ENSMUST00000119406.1	ParentID:ENSMUST00000196402	LEVEL_1	PSSD	[[123558087, 123558784]]
3	69777283	69777914	PGSPRETT00000005444	PGALLT00000091249	-	PgeneID:ENSMUST00000193454.1	ParentID:ENSMUST00000041964	LEVEL_1	PSSD	[[69777283, 69777914]]
4	71431933	71433318	PGSPRETT00000007552	PGALLT00000097074	+	PgeneID:ENSMUST00000120554.1	ParentID:ENSMUST00000039913	LEVEL_1	PSSD	[[71431933, 71433318]]
3	11531294	11531573	PGSPRETT00000004985	PGALLT00000093340	+	PgeneID:ENSMUST00000163943.1	ParentID:NA	LEVEL_2	transcribed_PSSD	[[11531294, 11531573]]
3	34121208	34122304	PGSPRETT00000012562	PGALLT00000095329	+	PgeneID:ENSMUST00000117109.1	ParentID:NA	LEVEL_2	PSSD	[[34121208, 34122304]]
X	40235354	40235943	PGSPRETT00000001978	PGALLT00000088744	-	PgeneID:ENSMUST00000119067.1	ParentID:ENSMUST00000072503	LEVEL_1	PSSD	[[40235354, 40235943]]
X	33007936	33008315	PGSPRETT00000009037	PGALLT00000089832	+	PgeneID:ENSMUST00000120043.1	ParentID:ENSMUST00000169681	LEVEL_1	PSSD	[[33007936, 33008315]]
X	25127278	25127714	PGSPRETT00000000359	PGALLT00000094606	+	PgeneID:ENSMUST00000121134.1	ParentID:ENSMUST00000127896	LEVEL_1	PSSD	[[25127278, 25127714]]
7	33208902	33209619	PGSPRETT00000009522	PGALLT00000089184	+	PgeneID:ENSMUST00000058665.9	ParentID:NA	LEVEL_2	pseudogene	[[33208902, 33209619]]
11	79560917	79561878	PGSPRETT00000004606	PGALLT00000090416	-	PgeneID:ENSMUST00000119771.1	ParentID:ENSMUST00000117757	LEVEL_1	PSSD	[[79560917, 79561878]]
7	75532006	75532881	PGSPRETT00000000201	PGALLT00000088254	+	PgeneID:ENSMUST00000174393.1	ParentID:NA	LEVEL_2	DUP	[[75532006,  75532294],  [75532385,  75532703],  [75532743, 75532881]]
1	149344977	149345430	PGSPRETT00000008019	PGALLT00000093808	+	PgeneID:ENSMUST00000190402.1	ParentID:ENSMUST00000110505	LEVEL_1	PSSD	[[149344977, 149345430]]
4	36483317	36484074	PGSPRETT00000009724	PGALLT00000087137	+	PgeneID:ENSMUST00000120628.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[36483317, 36484074]]
1	152717165	152718059	PGSPRETT00000011479	PGALLT00000093509	+	PgeneID:ENSMUST00000191430.1	ParentID:ENSMUST00000021479	LEVEL_1	PSSD	[[152717165, 152718059]]
7	117086066	117087352	PGSPRETT00000010038	PGALLT00000096062	+	PgeneID:ENSMUST00000206027.1	ParentID:ENSMUST00000131184	LEVEL_1	PSSD	[[117086066,  117086844],  [117086980, 117087352]]
10	129207601	129208653	PGSPRETT00000005592	PGALLT00000096531	+	PgeneID:ENSMUST00000137042.1	ParentID:ENSMUST00000161308	LEVEL_1	PSSD	[[129207601, 129208653]]
12	67610303	67615379	PGSPRETT00000011511	PGALLT00000087790	+	PgeneID:ENSMUST00000121016.2	ParentID:ENSMUST00000080919	LEVEL_1	PSSD	[[67610303,  67612677],  [67614348, 67615379]]
17	9854315	9855559	PGSPRETT00000000600	PGALLT00000088145	-	PgeneID:ENSMUST00000161205.1	ParentID:ENSMUST00000171115	LEVEL_1	PSSD	[[9854315, 9855559]]
3	63672676	63673443	PGSPRETT00000003579	PGALLT00000095291	-	PgeneID:ENSMUST00000192096.1	ParentID:ENSMUST00000137376	LEVEL_1	PSSD	[[63672676, 63673443]]
X	124148018	124149230	PGSPRETT00000004473	PGALLT00000093824	-	PgeneID:ENSMUST00000198433.1	ParentID:NA	LEVEL_2	DUP	[[124148018,  124148024],  [124148925, 124149230]]
5	56390374	56392234	PGSPRETT00000011989	PGALLT00000082941	+	PgeneID:ENSMUST00000198049.1	ParentID:ENSMUST00000102898	LEVEL_1	DUP	[[56390374,  56390886],  [56391962, 56392234]]
5	26180275	26182228	PGSPRETT00000000538	PGALLT00000095171	+	PgeneID:ENSMUST00000162836.2	ParentID:ENSMUST00000085248	LEVEL_1	transcribed_PSSD	[[26180275, 26182228]]
X	68674549	68675580	PGSPRETT00000004978	PGALLT00000089961	-	PgeneID:ENSMUST00000126612.1	ParentID:ENSMUST00000113969	LEVEL_1	DUP	[[68674549, 68675580]]
18	44908230	44908805	PGSPRETT00000002062	PGALLT00000096477	-	PgeneID:ENSMUST00000180618.1	ParentID:ENSMUST00000024897	LEVEL_1	PSSD	[[44908230, 44908805]]
3	33813807	33814408	PGSPRETT00000007287	PGALLT00000091273	-	PgeneID:ENSMUST00000120538.1	ParentID:NA	LEVEL_2	PSSD	[[33813807, 33814408]]
X	120113260	120113839	PGSPRETT00000003105	PGALLT00000096530	-	PgeneID:ENSMUST00000122344.1	ParentID:ENSMUST00000057885	LEVEL_1	PSSD	[[120113260, 120113839]]
18	32306457	32306755	PGSPRETT00000009064	PGALLT00000094551	-	PgeneID:ENSMUST00000097631.2	ParentID:ENSMUST00000150576	LEVEL_1	transcribed_PSSD	[[32306457, 32306755]]
12	108124945	108125796	PGSPRETT00000006145	PGALLT00000092716	-	PgeneID:ENSMUST00000198975.1	ParentID:ENSMUST00000137376	LEVEL_1	PSSD	[[108124945, 108125796]]
9	91045195	91045486	PGSPRETT00000005670	PGALLT00000093892	-	PgeneID:ENSMUST00000188131.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[91045195, 91045486]]
3	9371250	9371739	PGSPRETT00000006398	PGALLT00000091469	-	PgeneID:ENSMUST00000191859.1	ParentID:ENSMUST00000145963	LEVEL_1	PSSD	[[9371250, 9371739]]
4	31588434	31588759	PGSPRETT00000000593	PGALLT00000093536	+	PgeneID:ENSMUST00000118727.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[31588434, 31588759]]
7	120860730	120861680	PGSPRETT00000001905	PGALLT00000088806	+	PgeneID:ENSMUST00000173192.1	ParentID:ENSMUST00000041045	LEVEL_1	PSSD	[[120860730, 120861680]]
1	179719719	179719881	PGSPRETT00000002485	PGALLT00000093018	-	PgeneID:ENSMUST00000193938.1	ParentID:ENSMUST00000027785	LEVEL_1	DUP	[[179719719, 179719881]]
5	135842625	135843054	PGSPRETT00000009083	PGALLT00000092977	-	PgeneID:ENSMUST00000119632.1	ParentID:ENSMUST00000080861	LEVEL_1	PSSD	[[135842625, 135843054]]
9	83486796	83487201	PGSPRETT00000009061	PGALLT00000092629	+	PgeneID:ENSMUST00000188125.1	ParentID:ENSMUST00000174609	LEVEL_1	PSSD	[[83486796, 83487201]]
X	60082235	60082834	PGSPRETT00000000929	PGALLT00000090721	-	PgeneID:ENSMUST00000145498.1	ParentID:ENSMUST00000164764	LEVEL_1	PSSD	[[60082235, 60082834]]
4	81710838	81711824	PGSPRETT00000011628	PGALLT00000093962	-	PgeneID:ENSMUST00000121508.1	ParentID:ENSMUST00000011896	LEVEL_1	PSSD	[[81710838, 81711824]]
2	49449686	49450099	PGSPRETT00000001497	PGALLT00000092969	-	PgeneID:ENSMUST00000120738.1	ParentID:ENSMUST00000151365	LEVEL_1	PSSD	[[49449686, 49450099]]
X	119548448	119549599	PGSPRETT00000008430	PGALLT00000094492	-	PgeneID:ENSMUST00000118891.1	ParentID:ENSMUST00000040484	LEVEL_1	PSSD	[[119548448, 119549599]]
16	13420274	13421163	PGSPRETT00000008665	PGALLT00000088219	+	PgeneID:ENSMUST00000160015.1	ParentID:ENSMUST00000102845	LEVEL_1	PSSD	[[13420274,  13420523],  [13420901, 13421163]]
9	97623014	97624854	PGSPRETT00000002808	PGALLT00000090225	-	PgeneID:ENSMUST00000186275.1	ParentID:ENSMUST00000034834	LEVEL_1	PSSD	[[97623014,  97624056],  [97624317, 97624854]]
13	18595701	18596645	PGSPRETT00000001717	PGALLT00000091335	-	PgeneID:ENSMUST00000121014.1	ParentID:ENSMUST00000185475	LEVEL_1	DUP	[[18595701, 18596645]]
3	148462316	148462832	PGSPRETT00000006339	PGALLT00000088978	+	PgeneID:ENSMUST00000196420.1	ParentID:ENSMUST00000079716	LEVEL_1	PSSD	[[148462316, 148462832]]
2	110667160	110667368	PGSPRETT00000005812	PGALLT00000093463	-	PgeneID:ENSMUST00000099624.1	ParentID:NA	LEVEL_2	pseudogene	[[110667160, 110667368]]
3	96953539	96954130	PGSPRETT00000010005	PGALLT00000091309	-	PgeneID:ENSMUST00000121806.1	ParentID:ENSMUST00000124549	LEVEL_1	PSSD	[[96953539, 96954130]]
2	154182465	154183051	PGSPRETT00000008436	PGALLT00000095773	+	PgeneID:ENSMUST00000121985.1	ParentID:ENSMUST00000085546	LEVEL_1	PSSD	[[154182465, 154183051]]
14	42402918	42403799	PGSPRETT00000002963	PGALLT00000094388	-	PgeneID:ENSMUST00000198892.1	ParentID:ENSMUST00000080926	LEVEL_1	PSSD	[[42402918, 42403799]]
1	21109651	21110638	PGSPRETT00000010603	PGALLT00000092826	+	PgeneID:ENSMUST00000180769.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[21109651, 21110638]]
3	1269808	1270236	PGSPRETT00000000651	PGALLT00000089399	-	PgeneID:ENSMUST00000192449.1	ParentID:NA	LEVEL_2	PSSD	[[1269808, 1270236]]
6	38908581	38908844	PGSPRETT00000010048	PGALLT00000088339	+	PgeneID:ENSMUST00000192804.1	ParentID:NA	LEVEL_2	TR_V_pseudogene	[[38908581, 38908844]]
5	48195465	48196269	PGSPRETT00000004847	PGALLT00000097191	+	PgeneID:ENSMUST00000199679.1	ParentID:ENSMUST00000137376	LEVEL_1	PSSD	[[48195465, 48196269]]
5	20145848	20146472	PGSPRETT00000001848	PGALLT00000093323	-	PgeneID:ENSMUST00000197645.1	ParentID:NA	LEVEL_2	PSSD	[[20145848, 20146472]]
11	93686511	93687194	PGSPRETT00000001736	PGALLT00000094374	-	PgeneID:ENSMUST00000118237.2	ParentID:ENSMUST00000079419	LEVEL_1	PSSD	[[93686511, 93687194]]
X	135185230	135186497	PGSPRETT00000000558	PGALLT00000090360	-	PgeneID:ENSMUST00000118945.1	ParentID:ENSMUST00000087566	LEVEL_1	PSSD	[[135185230, 135186497]]
7	97362586	97365034	PGSPRETT00000002181	PGALLT00000090589	-	PgeneID:ENSMUST00000079865.3	ParentID:NA	LEVEL_2	pseudogene	[[97362586,  97362586],  [97364088, 97365034]]
18	18726201	18726711	PGSPRETT00000008892	PGALLT00000096637	-	PgeneID:ENSMUST00000084199.3	ParentID:ENSMUST00000143107	LEVEL_1	PSSD	[[18726201, 18726711]]
2	79256118	79256774	PGSPRETT00000005041	PGALLT00000092733	+	PgeneID:ENSMUST00000122056.1	ParentID:ENSMUST00000001513	LEVEL_1	PSSD	[[79256118,  79256560],  [79256686, 79256774]]
9	88371764	88372668	PGSPRETT00000008047	PGALLT00000096353	-	PgeneID:ENSMUST00000188479.1	ParentID:ENSMUST00000066921	LEVEL_1	PSSD	[[88371764,  88371838],  [88371911, 88372668]]
6	21121177	21123194	PGSPRETT00000008663	PGALLT00000085332	-	PgeneID:ENSMUST00000175985.1	ParentID:jg13534.t1	LEVEL_1	PSSD	[[21121177, 21123194]]
2	45062307	45062656	PGSPRETT00000011653	PGALLT00000095676	-	PgeneID:ENSMUST00000118231.1	ParentID:ENSMUST00000127514	LEVEL_1	PSSD	[[45062307, 45062656]]
X	43465194	43465646	PGSPRETT00000005003	PGALLT00000088865	-	PgeneID:ENSMUST00000152421.1	ParentID:jg19180.t1	LEVEL_1	PSSD	[[43465194, 43465646]]
7	36181295	36182639	PGSPRETT00000006907	PGALLT00000092784	-	PgeneID:ENSMUST00000189113.1	ParentID:ENSMUST00000094390	LEVEL_1	DUP	[[36181295,  36181901],  [36182348, 36182639]]
6	92523646	92524631	PGSPRETT00000012530	PGALLT00000093721	-	PgeneID:ENSMUST00000182893.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[92523646, 92524631]]
1	53886683	53890075	PGSPRETT00000002978	PGALLT00000095428	+	PgeneID:ENSMUST00000190239.1	ParentID:ENSMUST00000170715	LEVEL_1	PSSD	[[53886683,  53886917],  [53889469, 53890075]]
7	91925995	91930726	PGSPRETT00000001679	PGALLT00000094318	+	PgeneID:ENSMUST00000098228.4	ParentID:ENSMUST00000098229	LEVEL_1	DUP	[[91925995,  91926078],  [91929876, 91930726]]
18	35333931	35334846	PGSPRETT00000010322	PGALLT00000096290	+	PgeneID:ENSMUST00000194575.1	ParentID:ENSMUST00000002145	LEVEL_1	transcribed_PSSD	[[35333931, 35334846]]
5	43412119	43413200	PGSPRETT00000010052	PGALLT00000094842	-	PgeneID:ENSMUST00000189967.2	ParentID:ENSMUST00000028914	LEVEL_1	transcribed_PSSD	[[43412119, 43413200]]
2	87561708	87564686	PGSPRETT00000003988	PGALLT00000087190	-	PgeneID:ENSMUST00000118953.1	ParentID:ENSMUST00000019026	LEVEL_1	PSSD	[[87561708, 87564686]]
2	37797980	37803856	PGSPRETT00000008268	PGALLT00000090211	+	PgeneID:ENSMUST00000120391.1	ParentID:ENSMUST00000034074	LEVEL_1	DUP	[[37797980,  37798434],  [37803215, 37803856]]
7	36785250	36786133	PGSPRETT00000006638	PGALLT00000091400	+	PgeneID:ENSMUST00000188739.1	ParentID:ENSMUST00000094383	LEVEL_1	DUP	[[36785250, 36786133]]
4	14673014	14674378	PGSPRETT00000004886	PGALLT00000095926	-	PgeneID:ENSMUST00000122346.1	ParentID:ENSMUST00000087351	LEVEL_1	PSSD	[[14673014, 14674378]]
7	92511099	92512056	PGSPRETT00000003178	PGALLT00000094494	-	PgeneID:ENSMUST00000118378.1	ParentID:ENSMUST00000051505	LEVEL_1	DUP	[[92511099, 92512056]]
14	42483647	42484140	PGSPRETT00000012835	PGALLT00000087611	+	PgeneID:ENSMUST00000199078.1	ParentID:NA	LEVEL_2	TR_V_pseudogene	[[42483647,  42483698],  [42483864, 42484140]]
X	48615218	48615504	PGSPRETT00000000735	PGALLT00000093359	+	PgeneID:ENSMUST00000121790.1	ParentID:ENSMUST00000015486	LEVEL_1	PSSD	[[48615218, 48615504]]
4	132071820	132071897	PGSPRETT00000012691	PGALLT00000094699	+	PgeneID:ENSMUST00000120561.1	ParentID:ENSMUST00000177163	LEVEL_1	PSSD	[[132071820, 132071897]]
2	35118472	35119028	PGSPRETT00000011681	PGALLT00000095335	+	PgeneID:ENSMUST00000120100.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[35118472, 35119028]]
16	45267360	45271960	PGSPRETT00000008666	PGALLT00000094163	+	PgeneID:ENSMUST00000117218.1	ParentID:ENSMUST00000006764	LEVEL_1	PSSD	[[45267360,  45267478],  [45271288, 45271960]]
3	55758612	55758851	PGSPRETT00000002298	PGALLT00000094120	+	PgeneID:ENSMUST00000196160.1	ParentID:ENSMUST00000143107	LEVEL_1	PSSD	[[55758612, 55758851]]
12	98388056	98394133	PGSPRETT00000002325	PGALLT00000088406	+	PgeneID:ENSMUST00000166601.1	ParentID:ENSMUST00000064725	LEVEL_1	DUP	[[98388056,  98388706],  [98391129,  98391399],  [98393144,  98393321],  [98393927, 98394133]]
6	122823991	122824155	PGSPRETT00000005882	PGALLT00000091242	+	PgeneID:ENSMUST00000205142.1	ParentID:ENSMUST00000088468	LEVEL_1	PSSD	[[122823991, 122824155]]
9	72364423	72365240	PGSPRETT00000004209	PGALLT00000093814	-	PgeneID:ENSMUST00000183369.1	ParentID:ENSMUST00000146867	LEVEL_1	PSSD	[[72364423, 72365240]]
X	17024883	17025853	PGSPRETT00000010134	PGALLT00000094232	-	PgeneID:ENSMUST00000120571.1	ParentID:ENSMUST00000041045	LEVEL_1	PSSD	[[17024883,  17025519],  [17025559, 17025853]]
17	12606945	12608265	PGSPRETT00000006737	PGALLT00000096973	+	PgeneID:ENSMUST00000117907.1	ParentID:ENSMUST00000022960	LEVEL_1	PSSD	[[12606945, 12608265]]
2	142265405	142266734	PGSPRETT00000010753	PGALLT00000091667	+	PgeneID:ENSMUST00000117884.1	ParentID:ENSMUST00000022121	LEVEL_1	PSSD	[[142265405, 142266734]]
3	19758496	19761083	PGSPRETT00000005889	PGALLT00000092726	+	PgeneID:ENSMUST00000192280.1	ParentID:ENSMUST00000165221	LEVEL_1	DUP	[[19758496,  19758582],  [19758668,  19758784],  [19759137,  19759260],  [19759353,  19759489],  [19760152,  19760385],  [19760574,  19760810],  [19760909, 19761083]]
4	117902344	117902669	PGSPRETT00000003344	PGALLT00000090172	+	PgeneID:ENSMUST00000122246.1	ParentID:NA	LEVEL_2	PSSD	[[117902344, 117902669]]
3	63742916	63743174	PGSPRETT00000006930	PGALLT00000093801	+	PgeneID:ENSMUST00000193942.1	ParentID:ENSMUST00000110619	LEVEL_1	PSSD	[[63742916, 63743174]]
3	36281933	36282202	PGSPRETT00000007128	PGALLT00000094231	-	PgeneID:ENSMUST00000202346.1	ParentID:ENSMUST00000132846	LEVEL_1	PSSD	[[36281933, 36282202]]
11	39522764	39523302	PGSPRETT00000003367	PGALLT00000090884	+	PgeneID:ENSMUST00000121214.1	ParentID:ENSMUST00000143678	LEVEL_1	PSSD	[[39522764, 39523302]]
9	78378079	78380476	PGSPRETT00000002954	PGALLT00000091857	+	PgeneID:ENSMUST00000128935.1	ParentID:ENSMUST00000048421	LEVEL_1	transcribed_PSSD	[[78378079, 78380476]]
18	90451503	90453725	PGSPRETT00000008836	PGALLT00000088297	-	PgeneID:ENSMUST00000202873.1	ParentID:ENSMUST00000022960	LEVEL_1	PSSD	[[90451503,  90451669],  [90452425, 90453725]]
7	13495986	13502945	PGSPRETT00000004697	PGALLT00000091894	+	PgeneID:ENSMUST00000117905.1	ParentID:NA	LEVEL_2	PSSD	[[13495986,  13496002],  [13501257,  13502039],  [13502115,  13502339],  [13502559, 13502945]]
1	102361148	102361549	PGSPRETT00000006828	PGALLT00000089791	-	PgeneID:ENSMUST00000188225.1	ParentID:ENSMUST00000062802	LEVEL_1	PSSD	[[102361148, 102361549]]
4	79994008	79994478	PGSPRETT00000001169	PGALLT00000090407	+	PgeneID:ENSMUST00000182160.1	ParentID:ENSMUST00000071866	LEVEL_1	PSSD	[[79994008, 79994478]]
X	84904244	84905001	PGSPRETT00000001583	PGALLT00000088538	+	PgeneID:ENSMUST00000121067.1	ParentID:ENSMUST00000020886	LEVEL_1	PSSD	[[84904244, 84905001]]
2	102067734	102068059	PGSPRETT00000010974	PGALLT00000096156	-	PgeneID:ENSMUST00000122411.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[102067734, 102068059]]
1	92431619	92431818	PGSPRETT00000002415	PGALLT00000090419	+	PgeneID:ENSMUST00000185802.1	ParentID:ENSMUST00000074859	LEVEL_1	DUP	[[92431619, 92431818]]
3	110905178	110906060	PGSPRETT00000007698	PGALLT00000092555	+	PgeneID:ENSMUST00000199625.1	ParentID:ENSMUST00000033683	LEVEL_1	PSSD	[[110905178, 110906060]]
1	150285407	150289942	PGSPRETT00000000296	PGALLT00000090144	-	PgeneID:ENSMUST00000187674.1	ParentID:ENSMUST00000124331	LEVEL_1	PSSD	[[150285407, 150289942]]
4	86976676	86977667	PGSPRETT00000008210	PGALLT00000092764	+	PgeneID:ENSMUST00000122157.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[86976676, 86977667]]
4	20332884	20333299	PGSPRETT00000009705	PGALLT00000087554	-	PgeneID:ENSMUST00000119585.1	ParentID:ENSMUST00000143107	LEVEL_1	PSSD	[[20332884, 20333299]]
9	90910330	90910492	PGSPRETT00000008591	PGALLT00000092827	-	PgeneID:ENSMUST00000187176.1	ParentID:NA	LEVEL_2	PSSD	[[90910330, 90910492]]
11	76498519	76499080	PGSPRETT00000009338	PGALLT00000092028	+	PgeneID:ENSMUST00000119724.2	ParentID:ENSMUST00000135500	LEVEL_1	PSSD	[[76498519, 76499080]]
4	126215841	126216208	PGSPRETT00000002941	PGALLT00000091159	-	PgeneID:ENSMUST00000122147.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[126215841, 126216208]]
6	150783211	150784128	PGSPRETT00000002600	PGALLT00000091258	+	PgeneID:ENSMUST00000121079.1	ParentID:ENSMUST00000162342	LEVEL_1	PSSD	[[150783211, 150784128]]
3	128042397	128044206	PGSPRETT00000007325	PGALLT00000088967	-	PgeneID:ENSMUST00000098624.3	ParentID:ENSMUST00000006451	LEVEL_1	PSSD	[[128042397, 128044206]]
X	85697077	85697730	PGSPRETT00000008950	PGALLT00000092090	+	PgeneID:ENSMUST00000120661.1	ParentID:ENSMUST00000127874	LEVEL_1	PSSD	[[85697077, 85697730]]
13	95316241	95320403	PGSPRETT00000011094	PGALLT00000087341	+	PgeneID:ENSMUST00000159889.1	ParentID:ENSMUST00000109401	LEVEL_1	DUP	[[95316241,  95316519],  [95318876, 95320403]]
1	6753600	6756446	PGSPRETT00000009676	PGALLT00000087498	-	PgeneID:ENSMUST00000192792.1	ParentID:ENSMUST00000168529	LEVEL_1	PSSD	[[6753600,  6754594],  [6755152,  6755385],  [6755613,  6755983],  [6756234, 6756446]]
13	80406891	80407849	PGSPRETT00000002532	PGALLT00000096342	-	PgeneID:ENSMUST00000182385.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[80406891, 80407849]]
17	51926635	51929008	PGSPRETT00000009446	PGALLT00000093235	+	PgeneID:ENSMUST00000198419.1	ParentID:ENSMUST00000030142	LEVEL_1	PSSD	[[51926635, 51929008]]
11	49591430	49592430	PGSPRETT00000007998	PGALLT00000092161	+	PgeneID:ENSMUST00000120726.2	ParentID:ENSMUST00000052285	LEVEL_1	DUP	[[49591430, 49592430]]
4	11760761	11761086	PGSPRETT00000002164	PGALLT00000092209	+	PgeneID:ENSMUST00000117886.1	ParentID:ENSMUST00000115076	LEVEL_1	PSSD	[[11760761, 11761086]]
15	72798326	72802690	PGSPRETT00000006988	PGALLT00000094901	-	PgeneID:ENSMUST00000199341.1	ParentID:NA	LEVEL_2	PSSD	[[72798326,  72798432],  [72798466,  72798681],  [72800913,  72801124],  [72801865,  72801963],  [72802595, 72802690]]
6	69944994	69945625	PGSPRETT00000003851	PGALLT00000097308	-	PgeneID:ENSMUST00000205719.1	ParentID:ENSMUST00000194746	LEVEL_1	PSSD	[[69944994,  69945268],  [69945452, 69945625]]
ScMYQTh_9968	268	1252	PGSPRETT00000011369	PGALLT00000090406	+	PgeneID:ENSMUST00000174565.1	ParentID:NA	LEVEL_2	DUP	[[268, 1252]]
X	133326865	133327470	PGSPRETT00000012593	PGALLT00000092050	+	PgeneID:ENSMUST00000120577.1	ParentID:ENSMUST00000059825	LEVEL_1	PSSD	[[133326865, 133327470]]
2	145464023	145464402	PGSPRETT00000010263	PGALLT00000093496	-	PgeneID:ENSMUST00000122145.1	ParentID:ENSMUST00000008826	LEVEL_1	PSSD	[[145464023, 145464402]]
X	59716790	59719207	PGSPRETT00000006969	PGALLT00000088610	+	PgeneID:ENSMUST00000117494.1	ParentID:ENSMUST00000002818	LEVEL_1	PSSD	[[59716790, 59719207]]
