#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
6	48250217	48251047	PGCAROLIT00000002515	PGALLT00000093355	+	PgeneID:ENSMUST00000203325.1	ParentID:ENSMUST00000143678	LEVEL_1	PSSD	[[48250217, 48251047]]
scaffold_9210_27831:68231_	24236	25153	PGCAROLIT00000010800	PGALLT00000087977	+	PgeneID:ENSMUST00000187741.1	ParentID:NA	LEVEL_2	DUP	[[24236, 25153]]
17	62889047	62890554	PGCAROLIT00000007323	PGALLT00000087750	-	PgeneID:ENSMUST00000182774.1	ParentID:ENSMUST00000044158	LEVEL_1	PSSD	[[62889047, 62890554]]
2	62322412	62322494	PGCAROLIT00000006970	PGALLT00000088030	+	PgeneID:ENSMUST00000119404.1	ParentID:NA	LEVEL_2	PSSD	[[62322412, 62322494]]
2	98294275	98296427	PGCAROLIT00000006952	PGALLT00000096160	+	PgeneID:ENSMUST00000117876.1	ParentID:ENSMUST00000045180	LEVEL_1	PSSD	[[98294275,  98294625],  [98294675,  98295407],  [98295456, 98296427]]
9	115791417	115792052	PGCAROLIT00000007733	PGALLT00000090612	+	PgeneID:ENSMUST00000118890.1	ParentID:ENSMUST00000187160	LEVEL_1	PSSD	[[115791417, 115792052]]
scaffold_20170	5437	5591	PGCAROLIT00000001363	PGALLT00000095121	-	PgeneID:ENSMUST00000206115.1	ParentID:NA	LEVEL_2	PSSD	[[5437, 5591]]
2	35457906	35458066	PGCAROLIT00000009982	PGALLT00000088247	-	PgeneID:ENSMUST00000205220.1	ParentID:ENSMUST00000045802	LEVEL_1	PSSD	[[35457906, 35458066]]
X	96915823	96916659	PGCAROLIT00000002700	PGALLT00000097127	-	PgeneID:ENSMUST00000122135.1	ParentID:ENSMUST00000139443	LEVEL_1	PSSD	[[96915823, 96916659]]
6	36085162	36085209	PGCAROLIT00000010144	PGALLT00000088186	+	PgeneID:ENSMUST00000169595.1	ParentID:NA	LEVEL_2	TR_J_pseudogene	[[36085162, 36085209]]
11	111029192	111030870	PGCAROLIT00000011053	PGALLT00000093120	-	PgeneID:ENSMUST00000199987.1	ParentID:NA	LEVEL_2	PSSD	[[111029192,  111029298],  [111030792, 111030870]]
2	82405197	82406132	PGCAROLIT00000005672	PGALLT00000092598	-	PgeneID:ENSMUST00000137895.1	ParentID:ENSMUST00000099837	LEVEL_1	DUP	[[82405197, 82406132]]
1	110526006	110526972	PGCAROLIT00000003422	PGALLT00000090632	-	PgeneID:ENSMUST00000190678.1	ParentID:ENSMUST00000162711	LEVEL_1	PSSD	[[110526006,  110526348],  [110526678, 110526972]]
7	93182670	93183403	PGCAROLIT00000003289	PGALLT00000087638	-	PgeneID:ENSMUST00000058881.7	ParentID:ENSMUST00000022163	LEVEL_1	PSSD	[[93182670, 93183403]]
4	117074161	117074849	PGCAROLIT00000004941	PGALLT00000093513	-	PgeneID:ENSMUST00000119406.1	ParentID:ENSMUST00000059825	LEVEL_1	PSSD	[[117074161, 117074849]]
3	65361913	65362547	PGCAROLIT00000009980	PGALLT00000091249	-	PgeneID:ENSMUST00000193454.1	ParentID:ENSMUST00000041964	LEVEL_1	PSSD	[[65361913, 65362547]]
3	10011530	10011809	PGCAROLIT00000000732	PGALLT00000093340	+	PgeneID:ENSMUST00000163943.1	ParentID:ENSMUST00000170953	LEVEL_1	transcribed_PSSD	[[10011530, 10011809]]
X	52638721	52639345	PGCAROLIT00000000670	PGALLT00000088744	-	PgeneID:ENSMUST00000119067.1	ParentID:ENSMUST00000072503	LEVEL_1	PSSD	[[52638721, 52639345]]
4	48783910	48784644	PGCAROLIT00000008600	PGALLT00000092065	-	PgeneID:ENSMUST00000119620.1	ParentID:ENSMUST00000140592	LEVEL_1	PSSD	[[48783910, 48784644]]
X	34555456	34555892	PGCAROLIT00000010457	PGALLT00000094606	+	PgeneID:ENSMUST00000121134.1	ParentID:ENSMUST00000147394	LEVEL_1	PSSD	[[34555456, 34555892]]
7	47304772	47305488	PGCAROLIT00000000471	PGALLT00000089184	+	PgeneID:ENSMUST00000058665.9	ParentID:NA	LEVEL_2	pseudogene	[[47304772, 47305488]]
4	123533171	123533353	PGCAROLIT00000003015	PGALLT00000091116	-	PgeneID:ENSMUST00000118376.1	ParentID:NA	LEVEL_2	PSSD	[[123533171, 123533353]]
13	60584240	60584621	PGCAROLIT00000003480	PGALLT00000095802	+	PgeneID:ENSMUST00000121997.1	ParentID:NA	LEVEL_2	DUP	[[60584240,  60584365],  [60584567, 60584621]]
2	154735278	154736903	PGCAROLIT00000009841	PGALLT00000090741	+	PgeneID:ENSMUST00000122376.1	ParentID:ENSMUST00000099118	LEVEL_1	PSSD	[[154735278, 154736903]]
1	141865319	141866214	PGCAROLIT00000005501	PGALLT00000093509	+	PgeneID:ENSMUST00000191430.1	ParentID:ENSMUST00000021479	LEVEL_1	PSSD	[[141865319, 141866214]]
X	16573686	16574257	PGCAROLIT00000002230	PGALLT00000096068	-	PgeneID:ENSMUST00000117503.1	ParentID:ENSMUST00000150576	LEVEL_1	PSSD	[[16573686, 16574257]]
2	84344026	84522381	PGCAROLIT00000001076	PGALLT00000084761	+	PgeneID:ENSMUST00000118957.1	ParentID:NA	LEVEL_2	DUP	[[84344026,  84344806],  [84522233, 84522381]]
3	3818645	3822944	PGCAROLIT00000011097	PGALLT00000087790	-	PgeneID:ENSMUST00000121016.2	ParentID:ENSMUST00000080919	LEVEL_1	PSSD	[[3818645, 3822944]]
17	4128408	4130438	PGCAROLIT00000000702	PGALLT00000088145	+	PgeneID:ENSMUST00000161205.1	ParentID:ENSMUST00000170134	LEVEL_1	PSSD	[[4128408, 4130438]]
3	59661723	59662725	PGCAROLIT00000003597	PGALLT00000095291	-	PgeneID:ENSMUST00000192096.1	ParentID:ENSMUST00000143678	LEVEL_1	PSSD	[[59661723, 59662725]]
X	133716714	133717019	PGCAROLIT00000000891	PGALLT00000093824	-	PgeneID:ENSMUST00000198433.1	ParentID:NA	LEVEL_2	DUP	[[133716714, 133717019]]
5	23794071	23795710	PGCAROLIT00000002114	PGALLT00000095171	+	PgeneID:ENSMUST00000162836.2	ParentID:ENSMUST00000085248	LEVEL_1	transcribed_PSSD	[[23794071,  23794356],  [23794402, 23795710]]
X	81408118	81409132	PGCAROLIT00000003793	PGALLT00000089961	-	PgeneID:ENSMUST00000126612.1	ParentID:ENSMUST00000096378	LEVEL_1	DUP	[[81408118,  81408189],  [81408222, 81409132]]
10	39365229	39366304	PGCAROLIT00000003575	PGALLT00000093666	+	PgeneID:ENSMUST00000182071.1	ParentID:ENSMUST00000182277	LEVEL_1	PSSD	[[39365229, 39366304]]
X	129812450	129812823	PGCAROLIT00000001208	PGALLT00000096530	-	PgeneID:ENSMUST00000122344.1	ParentID:NA	LEVEL_2	PSSD	[[129812450, 129812823]]
18	31462976	31463246	PGCAROLIT00000007116	PGALLT00000094551	-	PgeneID:ENSMUST00000097631.2	ParentID:ENSMUST00000150576	LEVEL_1	transcribed_PSSD	[[31462976, 31463246]]
12	107624626	107625475	PGCAROLIT00000000052	PGALLT00000092716	-	PgeneID:ENSMUST00000198975.1	ParentID:ENSMUST00000143678	LEVEL_1	PSSD	[[107624626, 107625475]]
5	21517234	21517426	PGCAROLIT00000005798	PGALLT00000096867	-	PgeneID:ENSMUST00000119293.1	ParentID:ENSMUST00000023514	LEVEL_1	PSSD	[[21517234, 21517426]]
4	29006716	29007064	PGCAROLIT00000002387	PGALLT00000093536	+	PgeneID:ENSMUST00000118727.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[29006716, 29007064]]
7	132773091	132774024	PGCAROLIT00000002012	PGALLT00000088806	+	PgeneID:ENSMUST00000173192.1	ParentID:ENSMUST00000041045	LEVEL_1	PSSD	[[132773091, 132774024]]
1	166917063	166917225	PGCAROLIT00000000024	PGALLT00000093018	-	PgeneID:ENSMUST00000193938.1	ParentID:ENSMUST00000027785	LEVEL_1	DUP	[[166917063, 166917225]]
X	108746895	108748648	PGCAROLIT00000008424	PGALLT00000096220	+	PgeneID:ENSMUST00000121948.1	ParentID:ENSMUST00000144077	LEVEL_1	PSSD	[[108746895,  108747476],  [108748418, 108748648]]
4	86668481	86669107	PGCAROLIT00000004104	PGALLT00000094323	+	PgeneID:ENSMUST00000120387.1	ParentID:ENSMUST00000004072	LEVEL_1	PSSD	[[86668481, 86669107]]
X	73083407	73084025	PGCAROLIT00000003686	PGALLT00000090721	-	PgeneID:ENSMUST00000145498.1	ParentID:ENSMUST00000164764	LEVEL_1	PSSD	[[73083407, 73084025]]
1	97980826	97981030	PGCAROLIT00000008858	PGALLT00000089109	+	PgeneID:ENSMUST00000187431.1	ParentID:ENSMUST00000055303	LEVEL_1	DUP	[[97980826, 97981030]]
X	56956759	56957420	PGCAROLIT00000008624	PGALLT00000092583	+	PgeneID:ENSMUST00000120124.1	ParentID:ENSMUST00000059825	LEVEL_1	PSSD	[[56956759, 56957420]]
2	46019837	46020250	PGCAROLIT00000008056	PGALLT00000092969	-	PgeneID:ENSMUST00000120738.1	ParentID:ENSMUST00000115777	LEVEL_1	PSSD	[[46019837, 46020250]]
16	13017329	13017809	PGCAROLIT00000000783	PGALLT00000088219	+	PgeneID:ENSMUST00000160015.1	ParentID:ENSMUST00000102844	LEVEL_1	PSSD	[[13017329, 13017809]]
scaffold_13635	12580	13634	PGCAROLIT00000009862	PGALLT00000084630	+	PgeneID:ENSMUST00000117482.1	ParentID:NA	LEVEL_2	PSSD	[[12580, 13634]]
9	92827057	92829441	PGCAROLIT00000002912	PGALLT00000090225	-	PgeneID:ENSMUST00000186275.1	ParentID:ENSMUST00000163694	LEVEL_1	PSSD	[[92827057,  92828637],  [92828898, 92829441]]
scaffold_6940	6146	7090	PGCAROLIT00000008055	PGALLT00000091335	+	PgeneID:ENSMUST00000121014.1	ParentID:ENSMUST00000124841	LEVEL_1	DUP	[[6146, 7090]]
3	141774126	141774651	PGCAROLIT00000004990	PGALLT00000088978	+	PgeneID:ENSMUST00000196420.1	ParentID:ENSMUST00000079716	LEVEL_1	PSSD	[[141774126, 141774651]]
2	103723286	103723494	PGCAROLIT00000000105	PGALLT00000093463	+	PgeneID:ENSMUST00000099624.1	ParentID:NA	LEVEL_2	pseudogene	[[103723286, 103723494]]
3	93259022	93259790	PGCAROLIT00000007004	PGALLT00000091309	-	PgeneID:ENSMUST00000121806.1	ParentID:ENSMUST00000124549	LEVEL_1	PSSD	[[93259022, 93259790]]
2	144629317	144630080	PGCAROLIT00000002636	PGALLT00000095773	+	PgeneID:ENSMUST00000121985.1	ParentID:ENSMUST00000139443	LEVEL_1	PSSD	[[144629317, 144630080]]
X	130372810	130373273	PGCAROLIT00000000381	PGALLT00000079869	-	PgeneID:ENSMUST00000120716.1	ParentID:jg13687.t1	LEVEL_1	PSSD	[[130372810, 130373273]]
1	18985016	18986014	PGCAROLIT00000009907	PGALLT00000092826	+	PgeneID:ENSMUST00000180769.1	ParentID:ENSMUST00000182634	LEVEL_1	PSSD	[[18985016, 18986014]]
3	914399	914827	PGCAROLIT00000007142	PGALLT00000089399	-	PgeneID:ENSMUST00000192449.1	ParentID:NA	LEVEL_2	PSSD	[[914399, 914827]]
5	136124727	136126849	PGCAROLIT00000002960	PGALLT00000091664	-	PgeneID:ENSMUST00000061947.5	ParentID:NA	LEVEL_2	pseudogene	[[136124727,  136124818],  [136124851, 136126849]]
5	18317189	18317813	PGCAROLIT00000001042	PGALLT00000093323	-	PgeneID:ENSMUST00000197645.1	ParentID:NA	LEVEL_2	PSSD	[[18317189, 18317813]]
2	50992901	50997060	PGCAROLIT00000002043	PGALLT00000094516	-	PgeneID:ENSMUST00000120242.1	ParentID:ENSMUST00000049501	LEVEL_1	PSSD	[[50992901,  50993226],  [50995183,  50996204],  [50996891, 50997060]]
X	145943276	145944681	PGCAROLIT00000002683	PGALLT00000090360	-	PgeneID:ENSMUST00000118945.1	ParentID:ENSMUST00000032934	LEVEL_1	PSSD	[[145943276, 145944681]]
7	110545924	110546886	PGCAROLIT00000004407	PGALLT00000090589	-	PgeneID:ENSMUST00000079865.3	ParentID:ENSMUST00000081184	LEVEL_1	pseudogene	[[110545924, 110546886]]
15	46240882	46241830	PGCAROLIT00000010648	PGALLT00000090594	+	PgeneID:ENSMUST00000121735.1	ParentID:ENSMUST00000153700	LEVEL_1	PSSD	[[46240882,  46241106],  [46241138, 46241830]]
18	17322513	17323013	PGCAROLIT00000008734	PGALLT00000096637	-	PgeneID:ENSMUST00000084199.3	ParentID:ENSMUST00000143107	LEVEL_1	PSSD	[[17322513, 17323013]]
2	74065222	74065905	PGCAROLIT00000001893	PGALLT00000092733	+	PgeneID:ENSMUST00000122056.1	ParentID:ENSMUST00000001513	LEVEL_1	PSSD	[[74065222,  74065691],  [74065817, 74065905]]
1	8141882	8143138	PGCAROLIT00000007361	PGALLT00000093754	+	PgeneID:ENSMUST00000187748.1	ParentID:ENSMUST00000016463	LEVEL_1	PSSD	[[8141882, 8143138]]
2	41947750	41948073	PGCAROLIT00000010640	PGALLT00000095676	-	PgeneID:ENSMUST00000118231.1	ParentID:ENSMUST00000077856	LEVEL_1	PSSD	[[41947750, 41948073]]
X	56277727	56278184	PGCAROLIT00000009751	PGALLT00000088865	-	PgeneID:ENSMUST00000152421.1	ParentID:ENSMUST00000072838	LEVEL_1	PSSD	[[56277727, 56278184]]
1	173222529	173238885	PGCAROLIT00000009657	PGALLT00000094790	-	PgeneID:ENSMUST00000121490.1	ParentID:NA	LEVEL_2	PSSD	[[173222529,  173222615],  [173223644,  173223803],  [173225090,  173225241],  [173225497,  173225581],  [173228394,  173228488],  [173229315,  173229419],  [173230535,  173230612],  [173236319,  173236417],  [173236888,  173236992],  [173238785, 173238885]]
5	91148841	91149529	PGCAROLIT00000007838	PGALLT00000092609	-	PgeneID:ENSMUST00000205851.1	ParentID:NA	LEVEL_2	pseudogene	[[91148841, 91149529]]
1	48968956	48969822	PGCAROLIT00000003490	PGALLT00000095428	+	PgeneID:ENSMUST00000190239.1	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[48968956, 48969822]]
7	105248609	105249544	PGCAROLIT00000009205	PGALLT00000094318	+	PgeneID:ENSMUST00000098228.4	ParentID:NA	LEVEL_2	DUP	[[105248609, 105249544]]
18	34336071	34337324	PGCAROLIT00000004443	PGALLT00000096290	+	PgeneID:ENSMUST00000194575.1	ParentID:ENSMUST00000002145	LEVEL_1	transcribed_PSSD	[[34336071,  34336333],  [34336639, 34337324]]
5	40095930	40097015	PGCAROLIT00000011099	PGALLT00000094842	-	PgeneID:ENSMUST00000189967.2	ParentID:ENSMUST00000028914	LEVEL_1	transcribed_PSSD	[[40095930, 40097015]]
2	35221224	35223213	PGCAROLIT00000004991	PGALLT00000090211	+	PgeneID:ENSMUST00000120391.1	ParentID:ENSMUST00000034074	LEVEL_1	DUP	[[35221224,  35221681],  [35222581, 35223213]]
7	51696499	51697472	PGCAROLIT00000005562	PGALLT00000091400	+	PgeneID:ENSMUST00000188739.1	ParentID:ENSMUST00000052730	LEVEL_1	DUP	[[51696499, 51697472]]
4	13524741	13526232	PGCAROLIT00000001149	PGALLT00000095926	-	PgeneID:ENSMUST00000122346.1	ParentID:ENSMUST00000036004	LEVEL_1	PSSD	[[13524741, 13526232]]
5	80570366	80572340	PGCAROLIT00000011004	PGALLT00000093845	+	PgeneID:ENSMUST00000199316.1	ParentID:ENSMUST00000038959	LEVEL_1	PSSD	[[80570366,  80570501],  [80570910, 80572340]]
15	91011722	91012442	PGCAROLIT00000008180	PGALLT00000091562	-	PgeneID:ENSMUST00000122269.1	ParentID:ENSMUST00000139443	LEVEL_1	PSSD	[[91011722, 91012442]]
7	17632467	17639929	PGCAROLIT00000011231	PGALLT00000087466	-	PgeneID:ENSMUST00000206790.1	ParentID:ENSMUST00000108482	LEVEL_1	DUP	[[17632467,  17632742],  [17634777,  17634848],  [17638947,  17639190],  [17639695, 17639929]]
5	130671355	130672118	PGCAROLIT00000009718	PGALLT00000090006	+	PgeneID:ENSMUST00000198073.1	ParentID:ENSMUST00000058897	LEVEL_1	PSSD	[[130671355, 130672118]]
X	61169326	61169603	PGCAROLIT00000002307	PGALLT00000093359	+	PgeneID:ENSMUST00000121790.1	ParentID:ENSMUST00000015486	LEVEL_1	PSSD	[[61169326, 61169603]]
4	125048132	125048209	PGCAROLIT00000005735	PGALLT00000094699	+	PgeneID:ENSMUST00000120561.1	ParentID:NA	LEVEL_2	PSSD	[[125048132, 125048209]]
2	32656611	32657196	PGCAROLIT00000007736	PGALLT00000095335	+	PgeneID:ENSMUST00000120100.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[32656611, 32657196]]
scaffold_5559	109683	114664	PGCAROLIT00000011395	PGALLT00000092818	+	PgeneID:ENSMUST00000197368.1	ParentID:ENSMUST00000031633	LEVEL_1	DUP	[[109683,  109807],  [111071, 114664]]
3	51374228	51374476	PGCAROLIT00000000619	PGALLT00000094120	+	PgeneID:ENSMUST00000196160.1	ParentID:NA	LEVEL_2	PSSD	[[51374228, 51374476]]
scaffold_12727	1211	1772	PGCAROLIT00000003828	PGALLT00000089048	+	PgeneID:ENSMUST00000173444.1	ParentID:NA	LEVEL_2	PSSD	[[1211, 1772]]
12	98514168	98520135	PGCAROLIT00000002293	PGALLT00000088406	+	PgeneID:ENSMUST00000166601.1	ParentID:ENSMUST00000064725	LEVEL_1	DUP	[[98514168,  98514729],  [98517127,  98517397],  [98519165,  98519324],  [98519929, 98520135]]
6	118018840	118019007	PGCAROLIT00000008546	PGALLT00000091242	+	PgeneID:ENSMUST00000205142.1	ParentID:ENSMUST00000079379	LEVEL_1	PSSD	[[118018840, 118019007]]
9	69737698	69738502	PGCAROLIT00000010232	PGALLT00000093814	-	PgeneID:ENSMUST00000183369.1	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[69737698, 69738502]]
X	15437852	15438782	PGCAROLIT00000005398	PGALLT00000094232	-	PgeneID:ENSMUST00000120571.1	ParentID:ENSMUST00000041045	LEVEL_1	PSSD	[[15437852, 15438782]]
17	11442307	11443756	PGCAROLIT00000000270	PGALLT00000096973	+	PgeneID:ENSMUST00000117907.1	ParentID:ENSMUST00000022960	LEVEL_1	PSSD	[[11442307, 11443756]]
2	133508027	133509320	PGCAROLIT00000000916	PGALLT00000091667	+	PgeneID:ENSMUST00000117884.1	ParentID:ENSMUST00000022121	LEVEL_1	PSSD	[[133508027, 133509320]]
3	59730014	59730278	PGCAROLIT00000005037	PGALLT00000093801	+	PgeneID:ENSMUST00000193942.1	ParentID:ENSMUST00000110619	LEVEL_1	PSSD	[[59730014, 59730278]]
3	33985737	33986015	PGCAROLIT00000011076	PGALLT00000094231	-	PgeneID:ENSMUST00000202346.1	ParentID:ENSMUST00000132846	LEVEL_1	PSSD	[[33985737, 33986015]]
1	164255826	164256373	PGCAROLIT00000006912	PGALLT00000092563	+	PgeneID:ENSMUST00000192435.2	ParentID:ENSMUST00000052975	LEVEL_1	DUP	[[164255826, 164256373]]
5	131008240	131011713	PGCAROLIT00000005674	PGALLT00000091857	-	PgeneID:ENSMUST00000128935.1	ParentID:NA	LEVEL_2	transcribed_PSSD	[[131008240,  131008954],  [131009534,  131009584],  [131010177,  131010295],  [131010387,  131010506],  [131010626,  131010712],  [131010815,  131010932],  [131011010,  131011128],  [131011388, 131011713]]
6	14825738	14827236	PGCAROLIT00000006842	PGALLT00000088297	-	PgeneID:ENSMUST00000202873.1	ParentID:ENSMUST00000022960	LEVEL_1	PSSD	[[14825738, 14827236]]
14	105055977	105056206	PGCAROLIT00000010497	PGALLT00000091967	+	PgeneID:ENSMUST00000197388.1	ParentID:ENSMUST00000027036	LEVEL_1	PSSD	[[105055977, 105056206]]
6	20969069	20969469	PGCAROLIT00000009330	PGALLT00000094695	-	PgeneID:ENSMUST00000202067.1	ParentID:ENSMUST00000045802	LEVEL_1	PSSD	[[20969069, 20969469]]
7	23439632	23445638	PGCAROLIT00000002685	PGALLT00000091894	+	PgeneID:ENSMUST00000117905.1	ParentID:NA	LEVEL_2	PSSD	[[23439632,  23439648],  [23443944,  23444729],  [23444813,  23445032],  [23445252, 23445638]]
8	78480332	78481208	PGCAROLIT00000009983	PGALLT00000090271	+	PgeneID:ENSMUST00000121568.1	ParentID:ENSMUST00000025563	LEVEL_1	PSSD	[[78480332,  78480594],  [78480637, 78481208]]
4	76258619	76259490	PGCAROLIT00000004620	PGALLT00000090407	+	PgeneID:ENSMUST00000182160.1	ParentID:ENSMUST00000150350	LEVEL_1	PSSD	[[76258619, 76259490]]
2	95618942	95619302	PGCAROLIT00000005711	PGALLT00000096156	-	PgeneID:ENSMUST00000122411.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[95618942, 95619302]]
1	85034081	85034263	PGCAROLIT00000010733	PGALLT00000090419	+	PgeneID:ENSMUST00000185802.1	ParentID:ENSMUST00000074859	LEVEL_1	DUP	[[85034081, 85034263]]
1	3685473	3685957	PGCAROLIT00000009948	PGALLT00000088430	-	PgeneID:ENSMUST00000182051.1	ParentID:ENSMUST00000131374	LEVEL_1	PSSD	[[3685473, 3685957]]
X	144636532	144637448	PGCAROLIT00000006573	PGALLT00000090954	+	PgeneID:ENSMUST00000120553.1	ParentID:ENSMUST00000041859	LEVEL_1	PSSD	[[144636532, 144637448]]
1	97389375	97390695	PGCAROLIT00000005787	PGALLT00000095985	+	PgeneID:ENSMUST00000189434.1	ParentID:ENSMUST00000161308	LEVEL_1	DUP	[[97389375,  97389545],  [97390489, 97390695]]
4	82962822	82963813	PGCAROLIT00000009492	PGALLT00000092764	+	PgeneID:ENSMUST00000122157.1	ParentID:ENSMUST00000182634	LEVEL_1	PSSD	[[82962822, 82963813]]
9	86682814	86682976	PGCAROLIT00000004723	PGALLT00000092827	-	PgeneID:ENSMUST00000187176.1	ParentID:NA	LEVEL_2	PSSD	[[86682814, 86682976]]
11	71460842	71461480	PGCAROLIT00000009559	PGALLT00000092028	+	PgeneID:ENSMUST00000119724.2	ParentID:ENSMUST00000072503	LEVEL_1	PSSD	[[71460842, 71461480]]
4	39398739	39399084	PGCAROLIT00000004215	PGALLT00000090823	-	PgeneID:ENSMUST00000117307.1	ParentID:ENSMUST00000080492	LEVEL_1	PSSD	[[39398739, 39399084]]
18	74489929	74502757	PGCAROLIT00000011208	PGALLT00000087428	-	PgeneID:ENSMUST00000120383.1	ParentID:NA	LEVEL_2	DUP	[[74489929,  74490049],  [74499372,  74499561],  [74500546,  74500570],  [74502581, 74502757]]
6	147117565	147119233	PGCAROLIT00000005250	PGALLT00000091258	+	PgeneID:ENSMUST00000121079.1	ParentID:ENSMUST00000162342	LEVEL_1	PSSD	[[147117565,  147117954],  [147118354, 147119233]]
14	42717421	42733704	PGCAROLIT00000006107	PGALLT00000088967	-	PgeneID:ENSMUST00000098624.3	ParentID:NA	LEVEL_2	PSSD	[[42717421,  42717536],  [42718623,  42718768],  [42724248,  42724461],  [42724607,  42724754],  [42725415,  42725475],  [42729372,  42729526],  [42729876,  42730084],  [42733564, 42733704]]
6	130027738	130028112	PGCAROLIT00000009108	PGALLT00000095197	+	PgeneID:ENSMUST00000204903.1	ParentID:ENSMUST00000062674	LEVEL_1	PSSD	[[130027738, 130028112]]
13	92490427	92532340	PGCAROLIT00000004090	PGALLT00000087341	-	PgeneID:ENSMUST00000159889.1	ParentID:NA	LEVEL_2	DUP	[[92490427,  92490536],  [92492968,  92493067],  [92493914,  92493992],  [92496643,  92496737],  [92497164,  92497262],  [92498633,  92498720],  [92498801,  92498958],  [92499095,  92499208],  [92502000,  92502174],  [92503684,  92503913],  [92504575,  92504709],  [92532237, 92532340]]
1	5657544	5660126	PGCAROLIT00000002483	PGALLT00000087498	-	PgeneID:ENSMUST00000192792.1	ParentID:ENSMUST00000168529	LEVEL_1	PSSD	[[5657544,  5658507],  [5659082,  5659322],  [5659544, 5660126]]
13	78582674	78583647	PGCAROLIT00000010343	PGALLT00000096342	-	PgeneID:ENSMUST00000182385.1	ParentID:ENSMUST00000182634	LEVEL_1	PSSD	[[78582674, 78583647]]
17	50638663	50641033	PGCAROLIT00000004031	PGALLT00000093235	+	PgeneID:ENSMUST00000198419.1	ParentID:jg13102.t1	LEVEL_1	PSSD	[[50638663, 50641033]]
11	45845018	45846021	PGCAROLIT00000003091	PGALLT00000092161	+	PgeneID:ENSMUST00000120726.2	ParentID:ENSMUST00000052285	LEVEL_1	DUP	[[45845018, 45846021]]
X	132604034	132605900	PGCAROLIT00000002851	PGALLT00000087682	+	PgeneID:ENSMUST00000118201.1	ParentID:ENSMUST00000036004	LEVEL_1	PSSD	[[132604034,  132604307],  [132605223, 132605900]]
scaffold_8938_0:16012_	1120	1213	PGCAROLIT00000006812	PGALLT00000090746	+	PgeneID:ENSMUST00000099936.1	ParentID:NA	LEVEL_2	pseudogene	[[1120, 1213]]
scaffold_26289	874	1785	PGCAROLIT00000010030	PGALLT00000090406	+	PgeneID:ENSMUST00000174565.1	ParentID:NA	LEVEL_2	DUP	[[874, 1785]]
X	144225115	144225733	PGCAROLIT00000007338	PGALLT00000092050	+	PgeneID:ENSMUST00000120577.1	ParentID:ENSMUST00000059825	LEVEL_1	PSSD	[[144225115, 144225733]]
2	136516271	136516659	PGCAROLIT00000007244	PGALLT00000093496	-	PgeneID:ENSMUST00000122145.1	ParentID:ENSMUST00000151702	LEVEL_1	PSSD	[[136516271, 136516659]]
X	72719165	72721281	PGCAROLIT00000009813	PGALLT00000088610	+	PgeneID:ENSMUST00000117494.1	ParentID:ENSMUST00000002818	LEVEL_1	PSSD	[[72719165, 72721281]]
12	7727225	7728138	PGCAROLIT00000004580	PGALLT00000083088	-	PgeneID:ENSMUST00000120663.1	ParentID:ENSMUST00000080253	LEVEL_1	DUP	[[7727225, 7728138]]
X	89214892	89215417	PGCAROLIT00000005006	PGALLT00000095738	+	PgeneID:ENSMUST00000120253.1	ParentID:ENSMUST00000082431	LEVEL_1	PSSD	[[89214892, 89215417]]
scaffold_19046	14396	14784	PGCAROLIT00000000260	PGALLT00000082923	+	PgeneID:ENSMUST00000196368.1	ParentID:NA	LEVEL_2	DUP	[[14396, 14784]]
18	85905348	85906287	PGCAROLIT00000004508	PGALLT00000096799	-	PgeneID:ENSMUST00000182270.1	ParentID:ENSMUST00000182634	LEVEL_1	PSSD	[[85905348, 85906287]]
17	19091402	19104686	PGCAROLIT00000009624	PGALLT00000088446	-	PgeneID:ENSMUST00000176979.1	ParentID:ENSMUST00000164996	LEVEL_1	DUP	[[19091402,  19092292],  [19094616,  19094732],  [19104483, 19104686]]
5	103608102	103609810	PGCAROLIT00000000935	PGALLT00000089746	-	PgeneID:ENSMUST00000117115.1	ParentID:NA	LEVEL_2	PSSD	[[103608102,  103608163],  [103608327,  103608568],  [103609031,  103609183],  [103609271,  103609314],  [103609739, 103609810]]
