#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CHR_MG3251_PATCH	138973670	138973795	-	ENSMUSP00000114048.1	0.58	0	0	0	1	2e-10	0.714	3	FRAG
CHR_MG3251_PATCH	139001770	139001862	-	ENSMUSP00000105567.1	0.91	0	0	0	1	4e-10	0.903	0	FRAG
CHR_MG3251_PATCH	139005200	139005378	-	ENSMUSP00000082978.3	0.51	1	4	1	1	1e-12	0.656	0	FRAG
CHR_MG3251_PATCH	139014064	139014189	-	ENSMUSP00000114048.1	0.58	0	0	0	1	1e-10	0.786	0	FRAG
CHR_MG3251_PATCH	139015031	139015183	-	ENSMUSP00000082978.3	0.40	0	0	0	1	2e-14	0.784	0	FRAG
CHR_MG3251_PATCH	139088451	139088552	-	ENSMUSP00000105567.1	1.00	0	0	0	1	1e-13	0.971	0	PSSD
CHR_MG3251_PATCH	139089068	139089187	-	ENSMUSP00000148507.1	0.02	0	2	0	0	7e-10	0.881	0	FRAG
CHR_MG3251_PATCH	139089230	139089442	-	ENSMUSP00000083876.2	0.64	2	0	0	0	1e-13	0.676	0	FRAG
CHR_MG3251_PATCH	139095107	139095217	-	ENSMUSP00000114459.1	0.64	0	0	0	1	8e-14	0.892	0	FRAG
CHR_MG3251_PATCH	139098242	139098349	-	ENSMUSP00000082175.3	0.52	1	0	0	1	3e-09	0.914	0	FRAG
CHR_MG3251_PATCH	139120845	139120991	-	ENSMUSP00000065225.6	0.18	0	2	0	0	1e-08	0.667	0	FRAG
CHR_MG3251_PATCH	139143642	139143839	-	ENSMUSP00000083876.2	0.61	0	0	0	0	2e-12	0.682	3	FRAG
CHR_MG3251_PATCH	139145718	139145846	-	ENSMUSP00000122084.1	0.16	1	0	0	1	4e-09	0.698	0	FRAG
CHR_MG3251_PATCH	139161646	139162101	-	ENSMUSP00000148507.1	0.07	0	15	0	7	6e-24	0.449	0	FRAG
CHR_MG3251_PATCH	139162150	139162353	-	ENSMUSP00000083876.2	0.61	2	0	0	1	6e-09	0.588	0	FRAG
CHR_MG3251_PATCH	139169877	139181411	-	ENSMUSP00000122084.1	0.17	2	0	0	0	1e-14	0.77	0	DUP
CHR_MG3251_PATCH	139182846	139184244	-	ENSMUSP00000135960.1	0.94	32	28	9	13	2e-54	0.478	3	PSSD
CHR_MG3251_PATCH	139188524	139188747	-	ENSMUSP00000082978.3	0.71	1	15	1	2	8e-15	0.544	0	PSSD
CHR_MG3251_PATCH	139198993	139199097	-	ENSMUSP00000082175.3	0.51	1	0	0	2	3e-08	0.912	0	FRAG
CHR_MG3251_PATCH	139241921	139242049	-	ENSMUSP00000114048.1	0.60	0	1	0	1	8e-12	0.773	1	FRAG
CHR_MG3251_PATCH	139256881	139257012	-	ENSMUSP00000114048.1	0.56	3	0	0	0	3e-10	0.705	3	FRAG
CHR_MG3251_PATCH	139264665	139292864	-	ENSMUSP00000122084.1	0.18	1	1	1	1	4e-13	0.78	0	DUP
CHR_MG3251_PATCH	139269146	139269342	-	ENSMUSP00000082978.3	0.54	1	2	1	1	1e-12	0.706	0	FRAG
CHR_MG3251_PATCH	139284812	139284916	-	ENSMUSP00000082175.3	0.51	1	0	0	1	6e-09	0.941	3	FRAG
CHR_MG3251_PATCH	139286206	139286369	-	ENSMUSP00000082978.3	0.44	1	1	1	0	1e-13	0.732	0	FRAG
CHR_MG3251_PATCH	139296021	139296122	-	ENSMUSP00000105567.1	1.00	0	0	0	2	4e-11	0.882	0	PSSD
CHR_MG3251_PATCH	139296930	139297093	-	ENSMUSP00000082978.3	0.44	1	0	1	1	5e-14	0.745	0	FRAG
CHR_MG3251_PATCH	139300736	139300912	-	ENSMUSP00000082978.3	0.48	0	1	0	0	7e-18	0.767	3	FRAG
CHR_MG3251_PATCH	139311470	139311571	-	ENSMUSP00000082175.3	0.49	1	0	0	1	8e-07	0.818	3	FRAG
CHR_MG3251_PATCH	139312974	139313165	-	ENSMUSP00000083876.2	0.59	0	0	0	1	7e-11	0.672	0	FRAG
CHR_MG3251_PATCH	139315672	139315877	-	ENSMUSP00000114278.1	0.50	1	0	1	3	7e-18	0.667	0	FRAG
CHR_MG3251_PATCH	139326693	139326806	-	ENSMUSP00000082175.3	0.54	2	0	0	1	2e-10	0.865	3	FRAG
CHR_MG3251_PATCH	139334240	139334398	-	ENSMUSP00000116236.1	0.31	0	0	0	0	7e-12	0.642	1	FRAG
CHR_MG3251_PATCH	139337193	139337350	-	ENSMUSP00000114278.1	0.38	2	0	1	0	4e-11	0.679	0	FRAG
CHR_MG3251_PATCH	139337562	139337715	-	ENSMUSP00000114278.1	0.37	1	0	1	0	4e-14	0.824	0	FRAG
CHR_MG3251_PATCH	139339935	139340060	-	ENSMUSP00000114278.1	0.36	0	8	0	1	3e-11	0.660	0	FRAG
CHR_MG3829_PATCH	87995898	87995996	-	ENSMUSP00000099217.3	0.95	0	4	0	0	2e-05	0.757	0	FRAG
CHR_MG3829_PATCH	87996490	87996597	-	ENSMUSP00000082175.3	0.52	1	0	0	2	3e-08	0.886	0	FRAG
CHR_MG3829_PATCH	88000642	88000749	-	ENSMUSP00000082175.3	0.57	1	3	0	1	3e-09	0.895	0	FRAG
CHR_MG3829_PATCH	88001371	88001535	-	ENSMUSP00000082978.3	0.44	0	0	0	0	2e-14	0.818	0	FRAG
CHR_MG3829_PATCH	88004632	88004763	-	ENSMUSP00000122084.1	0.17	0	1	0	0	4e-14	0.822	0	FRAG
CHR_MG3829_PATCH	88010755	88010865	-	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-09	0.861	3	FRAG
CHR_MG3829_PATCH	88012897	88013001	-	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-08	0.912	2	FRAG
CHR_MG3829_PATCH	88016716	88016832	-	ENSMUSP00000114048.1	0.53	0	0	0	0	7e-10	0.821	0	FRAG
CHR_MG3829_PATCH	88018139	88018249	-	ENSMUSP00000139241.1	0.54	0	0	0	0	3e-07	0.757	3	FRAG
CHR_MG3829_PATCH	88018782	88018892	-	ENSMUSP00000114278.1	0.27	0	0	0	0	2e-09	0.703	0	FRAG
CHR_MG3829_PATCH	88021543	88022016	-	ENSMUSP00000141163.1	0.37	3	0	2	0	3e-36	0.87	2	DUP
CHR_MG3829_PATCH	88022755	88022880	-	ENSMUSP00000114048.1	0.58	0	0	0	0	7e-13	0.857	3	FRAG
CHR_MG3829_PATCH	88024510	88024614	-	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-07	0.824	3	FRAG
CHR_MG3829_PATCH	88026761	88026892	-	ENSMUSP00000082978.3	0.35	0	0	0	0	5e-13	0.818	3	FRAG
CHR_MG3829_PATCH	88038100	88038195	-	ENSMUSP00000114386.1	0.25	0	0	0	0	3e-07	0.812	3	FRAG
CHR_MG3829_PATCH	88038911	88039061	-	ENSMUSP00000114278.1	0.36	1	0	1	0	2e-12	0.760	3	FRAG
CHR_MG3829_PATCH	88039987	88040332	-	ENSMUSP00000082175.3	0.54	3	0	1	1	4e-12	0.79	0	DUP
CHR_MG3829_PATCH	88041190	88041346	-	ENSMUSP00000114278.1	0.39	1	2	1	0	2e-12	0.759	0	FRAG
CHR_MG3829_PATCH	88043440	88043565	-	ENSMUSP00000122084.1	0.16	0	0	0	0	9e-17	0.952	0	FRAG
CHR_MG3829_PATCH	88043908	88044009	-	ENSMUSP00000105567.1	1.00	0	0	0	2	2e-11	0.912	0	PSSD
CHR_MG3829_PATCH	88045453	88045551	-	ENSMUSP00000082175.3	0.48	1	0	0	1	6e-07	0.844	3	FRAG
CHR_MG3829_PATCH	88046571	88046675	-	ENSMUSP00000082175.3	0.51	1	0	0	0	4e-09	0.857	0	FRAG
CHR_MG3829_PATCH	88054990	88055118	-	ENSMUSP00000082978.3	0.37	0	3	0	0	2e-08	0.717	0	FRAG
CHR_MG3829_PATCH	88056245	88056389	-	ENSMUSP00000082978.3	0.40	1	3	1	1	4e-08	0.686	3	FRAG
CHR_MG3829_PATCH	88057868	88058015	-	ENSMUSP00000122084.1	0.19	1	1	1	0	3e-11	0.800	0	FRAG
CHR_MG3829_PATCH	88060755	88060865	-	ENSMUSP00000082175.3	0.54	1	0	0	1	2e-08	0.838	3	FRAG
CHR_MG3829_PATCH	88062581	88062703	-	ENSMUSP00000114048.1	0.56	0	0	0	1	1e-08	0.732	0	FRAG
CHR_MG3829_PATCH	88062773	88062877	-	ENSMUSP00000082175.3	0.51	1	0	0	2	2e-07	0.824	3	FRAG
CHR_MG3829_PATCH	88063024	88063152	-	ENSMUSP00000073455.5	0.18	0	0	0	0	6e-16	0.907	3	FRAG
CHR_MG3829_PATCH	88065814	88065890	-	ENSMUSP00000105567.1	0.76	1	0	1	0	2e-07	0.923	3	FRAG
CHR_MG3829_PATCH	88072713	88072883	-	ENSMUSP00000082978.3	0.46	0	1	0	0	3e-15	0.741	0	FRAG
CHR_MG3829_PATCH	88075231	88075400	-	ENSMUSP00000072472.6	0.05	1	0	1	1	7e-08	0.632	1	FRAG
CHR_MG3829_PATCH	88077188	88077307	-	ENSMUSP00000082175.3	0.60	1	1	0	2	2e-08	0.775	0	FRAG
CHR_MG3829_PATCH	88077760	88077861	-	ENSMUSP00000082175.3	0.49	1	0	0	2	8e-07	0.848	0	FRAG
CHR_MG3829_PATCH	88089791	88089943	-	ENSMUSP00000082978.3	0.40	1	0	0	0	1e-13	0.804	3	FRAG
CHR_MG3829_PATCH	88091041	88091133	-	ENSMUSP00000105567.1	0.91	0	0	0	0	2e-11	0.903	0	PSSD
CHR_MG3829_PATCH	88092645	88092794	-	ENSMUSP00000082978.3	0.40	0	0	0	0	5e-16	0.800	0	FRAG
CHR_MG3829_PATCH	88095928	88096071	-	ENSMUSP00000082978.3	0.41	0	4	0	0	2e-14	0.808	3	FRAG
CHR_MG3829_PATCH	88101637	88101747	-	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-09	0.806	0	FRAG
CHR_MG3829_PATCH	88102750	88102875	-	ENSMUSP00000139241.1	0.62	0	0	0	1	2e-08	0.714	0	FRAG
CHR_MG3829_PATCH	88107257	88107364	-	ENSMUSP00000082175.3	0.52	1	0	0	1	4e-08	0.829	0	FRAG
CHR_MG3829_PATCH	88109531	88109677	-	ENSMUSP00000082978.3	0.41	0	3	0	0	3e-15	0.808	0	FRAG
CHR_MG3829_PATCH	88113111	88113252	-	ENSMUSP00000082978.3	0.37	1	0	1	1	6e-14	0.809	0	FRAG
CHR_MG3829_PATCH	88131211	88131399	-	ENSMUSP00000082978.3	0.51	0	1	0	0	5e-16	0.797	0	FRAG
CHR_MG3829_PATCH	88134278	88134436	-	ENSMUSP00000082978.3	0.42	0	0	0	0	1e-13	0.736	2	FRAG
CHR_MG3829_PATCH	88136619	88136798	-	ENSMUSP00000116236.1	0.34	2	0	0	0	8e-16	0.683	2	FRAG
CHR_MG3829_PATCH	88149706	88149861	-	ENSMUSP00000114278.1	0.37	0	0	0	0	5e-19	0.808	0	FRAG
CHR_MG3829_PATCH	88149905	88150089	-	ENSMUSP00000082978.3	0.49	1	0	1	1	9e-16	0.758	0	FRAG
CHR_MG3829_PATCH	88163977	88164063	-	ENSMUSP00000114386.1	0.22	0	0	0	0	6e-09	0.931	3	FRAG
CHR_MG3829_PATCH	88164144	88164272	-	ENSMUSP00000073455.5	0.18	0	0	0	0	2e-17	0.953	3	FRAG
CHR_MG3829_PATCH	88167446	88167550	-	ENSMUSP00000082175.3	0.51	1	0	0	2	2e-08	0.853	0	FRAG
CHR_MG3829_PATCH	88176106	88176258	-	ENSMUSP00000134428.1	0.44	3	0	2	0	7e-11	0.784	0	FRAG
CHR_MG3829_PATCH	88184101	88184214	-	ENSMUSP00000121625.1	0.24	0	0	0	0	5e-07	0.711	0	FRAG
CHR_MG3829_PATCH	88185384	88185542	-	ENSMUSP00000082978.3	0.42	0	0	0	1	1e-10	0.755	0	FRAG
CHR_MG3829_PATCH	88189169	88189266	-	ENSMUSP00000105567.1	0.94	2	0	1	1	1e-07	0.906	3	FRAG
CHR_MG3829_PATCH	88189294	88189431	-	ENSMUSP00000114278.1	0.34	0	1	0	1	2e-08	0.532	0	FRAG
CHR_MG3829_PATCH	88195170	88195337	-	ENSMUSP00000082978.3	0.46	0	2	0	0	4e-13	0.707	0	FRAG
CHR_MG3829_PATCH	88195585	88195768	-	ENSMUSP00000082978.3	0.48	1	0	1	1	8e-12	0.689	0	FRAG
CHR_MG3829_PATCH	88195779	88195947	-	ENSMUSP00000114278.1	0.40	5	3	1	1	7e-11	0.672	0	FRAG
CHR_MG3829_PATCH	88198016	88198144	-	ENSMUSP00000114278.1	0.30	1	0	0	0	6e-10	0.628	0	FRAG
CHR_MG3829_PATCH	88202661	88202786	-	ENSMUSP00000114048.1	0.58	0	0	0	1	7e-11	0.786	3	FRAG
CHR_MG3829_PATCH	88205443	88205562	-	ENSMUSP00000114048.1	0.55	0	0	0	0	7e-13	0.875	0	FRAG
CHR_MG3829_PATCH	88206030	88206197	-	ENSMUSP00000116236.1	0.32	1	0	0	1	2e-11	0.607	0	FRAG
CHR_MG3829_PATCH	88206866	88206970	-	ENSMUSP00000082175.3	0.51	1	0	0	1	3e-09	0.912	3	FRAG
CHR_MG3829_PATCH	88213300	88213517	-	ENSMUSP00000114278.1	0.49	6	0	1	0	3e-18	0.644	0	FRAG
CHR_MG3829_PATCH	88213614	88213736	-	ENSMUSP00000114048.1	0.58	0	1	0	0	3e-07	0.667	0	FRAG
CHR_MG3829_PATCH	88217652	88217777	-	ENSMUSP00000114048.1	0.58	0	0	0	1	7e-10	0.762	3	FRAG
CHR_MG3829_PATCH	88220915	88221037	-	ENSMUSP00000114048.1	0.56	0	0	0	0	8e-07	0.683	0	FRAG
CHR_MG3829_PATCH	88242277	88242440	-	ENSMUSP00000082978.3	0.47	1	4	1	1	3e-07	0.729	3	FRAG
CHR_MG3829_PATCH	88245059	88245199	-	ENSMUSP00000114278.1	0.34	0	0	0	1	6e-17	0.872	0	FRAG
CHR_MG3829_PATCH	88246043	88246205	-	ENSMUSP00000114278.1	0.39	1	0	1	2	2e-11	0.741	0	FRAG
CHR_MG3829_PATCH	88246449	88246649	-	ENSMUSP00000082978.3	0.58	0	6	0	1	4e-14	0.712	0	FRAG
CHR_MG3829_PATCH	88254720	88254821	-	ENSMUSP00000105567.1	1.00	0	0	0	0	6e-10	0.824	3	FRAG
CHR_MG3829_PATCH	88263548	88263646	-	ENSMUSP00000082175.3	0.48	1	0	0	1	7e-08	0.938	3	FRAG
CHR_MG3829_PATCH	88264532	88264693	-	ENSMUSP00000065225.6	0.20	0	4	0	1	2e-09	0.638	0	FRAG
CHR_MG3829_PATCH	88277649	88277800	-	ENSMUSP00000114278.1	0.37	1	1	1	3	8e-07	0.558	0	FRAG
CHR_MG3829_PATCH	88290185	88290331	-	ENSMUSP00000114278.1	0.35	0	0	0	1	6e-18	0.816	0	FRAG
CHR_MG3829_PATCH	88290598	88290786	-	ENSMUSP00000082978.3	0.56	0	8	0	1	8e-14	0.690	0	FRAG
CHR_MG3829_PATCH	88306735	88306836	-	ENSMUSP00000105567.1	1.00	0	0	0	1	2e-11	0.853	0	PSSD
CHR_MG3829_PATCH	88321875	88322000	-	ENSMUSP00000114048.1	0.58	0	0	0	0	3e-10	0.762	0	FRAG
CHR_MG3836_PATCH	122566307	122567660	-	ENSMUSP00000096471.3	0.90	4	0	2	1	0.0	0.916	0	PSSD
CHR_MG3836_PATCH	122567647	122567801	-	ENSMUSP00000150736.1	1.00	2	0	1	0	9e-08	0.808	0	FRAG
CHR_MG3836_PATCH	122567850	122568760	-	ENSMUSP00000150068.1	1.00	15	0	1	0	2e-111	0.836	0	PSSD
CHR_MG3836_PATCH	122569038	122569169	-	ENSMUSP00000111001.1	0.15	0	0	0	0	1e-10	0.773	0	FRAG
CHR_MG3836_PATCH	122569834	122570013	-	ENSMUSP00000072472.6	0.05	0	1	0	1	6e-07	0.541	0	FRAG
CHR_MG3836_PATCH	122571344	122571793	-	ENSMUSP00000143001.1	0.89	4	5	2	6	4e-13	0.52	0	DUP
CHR_MG3836_PATCH	122584386	122584536	-	ENSMUSP00000082978.3	0.43	1	4	1	0	3e-13	0.778	0	FRAG
CHR_MG3836_PATCH	122598982	122599203	-	ENSMUSP00000083876.2	0.67	2	0	0	1	5e-12	0.608	0	FRAG
CHR_MG3836_PATCH	122608558	122608794	-	ENSMUSP00000082978.3	0.60	4	0	0	0	5e-14	0.671	0	FRAG
CHR_MG3836_PATCH	122616938	122617143	-	ENSMUSP00000114048.1	0.90	4	0	1	2	7e-11	0.580	0	PSSD
CHR_MG3836_PATCH	122618188	122618346	-	ENSMUSP00000114278.1	0.38	0	0	0	1	6e-15	0.698	3	FRAG
CHR_MG3836_PATCH	122621553	122621703	-	ENSMUSP00000114278.1	0.36	1	0	1	0	6e-15	0.840	0	FRAG
CHR_MG3836_PATCH	122622464	122622616	-	ENSMUSP00000114278.1	0.37	0	0	0	1	2e-17	0.804	0	FRAG
CHR_MG3836_PATCH	122635480	122635590	-	ENSMUSP00000114048.1	0.51	0	0	0	0	9e-08	0.703	3	FRAG
CHR_MG3836_PATCH	122656002	122656382	-	ENSMUSP00000080571.4	0.66	0	16	0	1	2e-23	0.692	0	FRAG
CHR_MG3836_PATCH	122660377	122660784	-	ENSMUSP00000064226.8	0.22	5	0	0	0	5e-59	0.860	0	FRAG
CHR_MG3836_PATCH	122661162	122661380	-	ENSMUSP00000083876.2	0.66	2	0	0	2	5e-09	0.603	0	FRAG
CHR_MG3836_PATCH	122672074	122672250	-	ENSMUSP00000082175.3	0.90	1	2	0	3	6e-07	0.550	3	FRAG
CHR_MG3836_PATCH	122676214	122676432	-	ENSMUSP00000082978.3	0.57	1	0	0	1	7e-11	0.753	0	FRAG
CHR_MG3836_PATCH	122680871	122681008	-	ENSMUSP00000122084.1	0.17	0	0	0	0	1e-15	0.783	0	FRAG
CHR_MG3836_PATCH	122681396	122681602	-	ENSMUSP00000083876.2	0.64	0	0	0	0	7e-16	0.725	0	FRAG
CHR_MG3836_PATCH	122682056	122682175	-	ENSMUSP00000097593.3	0.35	0	0	0	1	4e-07	0.625	0	FRAG
CHR_MG3836_PATCH	122699101	122699205	-	ENSMUSP00000082175.3	0.51	1	0	0	2	4e-07	0.882	0	FRAG
CHR_MG3836_PATCH	122703338	122703548	-	ENSMUSP00000083876.2	0.66	2	0	2	1	9e-08	0.690	0	FRAG
CHR_MG3836_PATCH	122707677	122707784	-	ENSMUSP00000082175.3	0.52	1	0	0	1	9e-08	0.829	2	FRAG
CHR_MG3836_PATCH	122716932	122717015	-	ENSMUSP00000122818.1	0.19	0	0	0	0	5e-07	0.857	0	FRAG
CHR_MG4180_PATCH	109386295	109386507	-	ENSMUSP00000082978.3	0.57	0	1	0	0	1e-13	0.764	3	FRAG
CHR_MG4180_PATCH	109392343	109392434	-	ENSMUSP00000122818.1	0.22	1	0	1	0	8e-07	0.806	0	FRAG
CHR_MG4180_PATCH	109435464	109435613	-	ENSMUSP00000114278.1	0.36	0	0	0	1	5e-16	0.760	0	FRAG
CHR_MG4180_PATCH	109435722	109435817	-	ENSMUSP00000114386.1	0.25	0	0	0	0	8e-07	0.750	3	FRAG
CHR_MG4180_PATCH	109447733	109447840	-	ENSMUSP00000082175.3	0.52	1	0	0	1	7e-10	0.829	3	FRAG
CHR_MG4180_PATCH	109467399	109467560	-	ENSMUSP00000082978.3	0.43	0	0	0	1	4e-12	0.796	0	FRAG
CHR_MG4180_PATCH	109467885	109499460	-	ENSMUSP00000122084.1	0.18	3	2	2	0	4e-16	0.75	0	DUP
CHR_MG4180_PATCH	109470097	109470336	-	ENSMUSP00000082978.3	0.61	3	0	0	0	2e-08	0.688	0	FRAG
CHR_MG4180_PATCH	109479312	109479413	-	ENSMUSP00000105567.1	1.00	0	0	0	2	1e-11	0.912	3	PSSD
CHR_MG4180_PATCH	109484716	109484853	-	ENSMUSP00000082978.3	0.37	0	1	0	1	5e-11	0.745	0	FRAG
CHR_MG4180_PATCH	109488196	109488356	-	ENSMUSP00000082978.3	0.43	1	0	1	1	1e-11	0.685	0	FRAG
CHR_MG4180_PATCH	109498030	109498131	-	ENSMUSP00000105567.1	1.00	0	0	0	1	1e-13	0.971	0	PSSD
CHR_MG4180_PATCH	109506409	109506558	-	ENSMUSP00000082978.3	0.40	0	0	0	0	1e-14	0.840	0	FRAG
CHR_MG4180_PATCH	109525190	109525372	-	ENSMUSP00000082978.3	0.48	0	0	0	0	4e-12	0.721	2	FRAG
CHR_MG4180_PATCH	109647026	109647257	-	ENSMUSP00000125837.1	0.80	6	1	2	0	9e-08	0.671	0	FRAG
CHR_MG4180_PATCH	109650727	109650967	-	ENSMUSP00000122084.1	0.26	15	0	2	1	8e-08	0.519	3	FRAG
CHR_MG4180_PATCH	109673191	109673304	-	ENSMUSP00000082175.3	0.55	1	0	0	1	7e-08	0.784	0	FRAG
CHR_MG3999_PATCH	191805233	191805430	-	ENSMUSP00000139241.1	0.93	7	0	3	2	3e-06	0.597	0	FRAG
CHR_MG3999_PATCH	191810097	191810465	-	ENSMUSP00000080894.2	0.98	10	1	3	2	8e-12	0.576	0	PSSD
CHR_MG3999_PATCH	191810952	191811104	-	ENSMUSP00000114278.1	0.37	2	0	2	0	5e-12	0.882	0	FRAG
CHR_MG3999_PATCH	191811169	191811270	-	ENSMUSP00000105567.1	1.00	0	0	0	1	2e-13	0.941	0	PSSD
CHR_MG3999_PATCH	191814101	191814202	-	ENSMUSP00000082175.3	0.49	1	0	0	2	6e-07	0.818	1	FRAG
CHR_MG3999_PATCH	191815918	191816087	-	ENSMUSP00000082978.3	0.45	1	0	1	1	1e-14	0.754	0	FRAG
CHR_MG3999_PATCH	191823847	191915798	-	ENSMUSP00000114710.1	0.40	0	17	0	6	3e-07	0.49	3	FRAG
CHR_MG3999_PATCH	191833367	191833492	-	ENSMUSP00000114048.1	0.58	0	0	0	1	1e-11	0.833	3	FRAG
CHR_MG3999_PATCH	191835917	191836114	-	ENSMUSP00000082978.3	0.52	0	0	0	0	3e-16	0.788	0	FRAG
CHR_MG3999_PATCH	191838570	191838734	-	ENSMUSP00000114278.1	0.40	2	0	2	0	1e-11	0.782	0	FRAG
CHR_MG3999_PATCH	191848239	191848582	-	ENSMUSP00000080894.2	0.94	8	5	1	1	4e-13	0.492	0	PSSD
CHR_MG3999_PATCH	191850509	191850670	-	ENSMUSP00000082978.3	0.43	0	0	0	0	7e-16	0.741	0	FRAG
CHR_MG3999_PATCH	191871624	191871778	-	ENSMUSP00000134428.1	0.44	3	0	1	0	2e-07	0.692	0	FRAG
CHR_MG3999_PATCH	191898273	191898427	-	ENSMUSP00000114278.1	0.37	1	0	1	1	3e-12	0.654	0	FRAG
CHR_MG3999_PATCH	191902816	191903048	-	ENSMUSP00000082978.3	0.59	5	0	2	2	1e-11	0.671	0	FRAG
CHR_MG3999_PATCH	191916558	191916638	-	ENSMUSP00000105567.1	0.79	0	0	0	0	7e-10	0.963	0	FRAG
CHR_MG3999_PATCH	191920698	191920799	-	ENSMUSP00000105567.1	1.00	0	0	0	2	1e-09	0.794	0	FRAG
CHR_MG3999_PATCH	191921579	191921689	-	ENSMUSP00000082175.3	0.54	1	0	0	2	1e-09	0.861	0	FRAG
CHR_MG3999_PATCH	191924021	191924179	-	ENSMUSP00000114278.1	0.41	0	4	0	2	5e-12	0.596	0	FRAG
CHR_MG3999_PATCH	191934018	191942594	-	ENSMUSP00000073598.5	0.24	2	4	2	2	6e-34	0.88	0	DUP
CHR_MG3999_PATCH	191942916	191943081	-	ENSMUSP00000082978.3	0.44	1	0	1	2	3e-10	0.764	0	FRAG
CHR_MG3999_PATCH	191944649	191944765	-	ENSMUSP00000114710.1	0.16	0	2	0	0	7e-08	0.732	3	FRAG
CHR_MG3999_PATCH	191948241	191948390	-	ENSMUSP00000114278.1	0.36	0	0	0	0	4e-19	0.820	0	FRAG
CHR_MG3999_PATCH	191951537	191951641	-	ENSMUSP00000082175.3	0.51	1	0	0	1	2e-08	0.882	3	FRAG
CHR_MG3999_PATCH	191957642	191957806	-	ENSMUSP00000082978.3	0.46	0	3	0	0	1e-13	0.759	0	FRAG
CHR_MG3999_PATCH	191967290	191967438	-	ENSMUSP00000082978.3	0.38	3	0	1	0	6e-10	0.720	3	FRAG
CHR_MG3999_PATCH	191967850	191967978	-	ENSMUSP00000122084.1	0.16	0	0	0	3	1e-08	0.698	0	FRAG
CHR_MG3999_PATCH	191968231	191968326	-	ENSMUSP00000114386.1	0.25	0	0	0	0	4e-08	0.844	0	FRAG
CHR_MG3999_PATCH	191969237	191969389	-	ENSMUSP00000114278.1	0.37	0	0	0	0	1e-16	0.765	0	FRAG
CHR_MG3999_PATCH	191971884	191972012	-	ENSMUSP00000073455.5	0.18	0	0	0	0	2e-17	0.953	3	FRAG
CHR_MG3999_PATCH	191976019	191976164	-	ENSMUSP00000065225.6	0.18	1	2	1	1	9e-08	0.745	0	FRAG
CHR_MG3999_PATCH	191989298	191989408	-	ENSMUSP00000082175.3	0.54	1	0	0	1	2e-08	0.833	1	FRAG
CHR_MG3999_PATCH	191998458	191998610	-	ENSMUSP00000114278.1	0.37	0	0	0	0	4e-16	0.745	0	FRAG
CHR_MG3999_PATCH	192001029	192001226	-	ENSMUSP00000072472.6	0.05	3	0	2	0	2e-11	0.652	0	FRAG
CHR_MG3999_PATCH	192001299	192001421	-	ENSMUSP00000114048.1	0.56	0	0	0	0	9e-11	0.805	3	FRAG
CHR_MG3999_PATCH	192007659	192008916	-	ENSMUSP00000096471.3	0.85	7	5	6	1	6e-138	0.762	3	PSSD
CHR_MG3999_PATCH	192047925	192048050	-	ENSMUSP00000114048.1	0.58	0	0	0	0	6e-10	0.714	0	FRAG
CHR_MG3999_PATCH	192048729	192048884	-	ENSMUSP00000082978.3	0.44	0	4	0	0	3e-10	0.679	0	FRAG
CHR_MG3999_PATCH	192049023	192049148	-	ENSMUSP00000114048.1	0.58	0	0	0	1	5e-09	0.690	1	FRAG
CHR_MG3999_PATCH	192049171	192049281	-	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.833	0	FRAG
CHR_MG3561_PATCH	60250668	60267389	-	ENSMUSP00000064226.8	0.22	12	1	1	2	2e-44	0.71	0	DUP
CHR_MG3561_PATCH	60251213	60321641	-	ENSMUSP00000148507.1	0.03	0	16	0	3	3e-16	0.62	0	DUP
CHR_MG3561_PATCH	60257618	60258466	-	ENSMUSP00000135960.1	0.64	7	42	4	7	9e-41	0.489	0	FRAG
CHR_MG3561_PATCH	60262234	60262755	-	ENSMUSP00000130870.1	0.98	13	0	0	2	1e-42	0.649	3	PSSD
CHR_MG3561_PATCH	60263802	60263973	-	ENSMUSP00000080571.4	0.27	2	0	2	0	3e-09	0.810	0	FRAG
CHR_MG3561_PATCH	60267736	60267941	-	ENSMUSP00000083876.2	0.64	2	0	1	1	2e-10	0.623	0	FRAG
CHR_MG3561_PATCH	60269083	60323262	-	ENSMUSP00000125038.1	0.16	2	12	2	2	5e-21	0.64	0	DUP
CHR_MG3561_PATCH	60272290	60272661	-	ENSMUSP00000136252.1	0.75	1	1	0	0	1e-12	0.352	0	FRAG
CHR_MG3561_PATCH	60276875	60278365	-	ENSMUSP00000137421.1	0.99	0	0	0	1	0.0	0.928	0	PSSD
CHR_MG3561_PATCH	60278361	60278520	-	ENSMUSP00000150736.1	1.00	3	0	1	0	4e-09	0.830	0	FRAG
CHR_MG3561_PATCH	60278569	60279480	-	ENSMUSP00000150068.1	1.00	14	0	0	0	4e-114	0.826	0	PSSD
CHR_MG3561_PATCH	60289768	60290025	-	ENSMUSP00000142938.1	0.14	2	0	2	0	3e-07	0.733	0	FRAG
