#Chromosome	Start	End	StrainID	UniversalID	Strand	EnsemblReferenceID	ParentID	Level	Biotype	Exons
X	32646328	32646700	PGPAHARIT00000007870	PGALLT00000094606	+	PgeneID:ENSMUST00000121134.1	ParentID:ENSMUST00000127896	LEVEL_1	PSSD	[[32646328, 32646700]]
3	27385890	27386409	PGPAHARIT00000002695	PGALLT00000090234	-	PgeneID:ENSMUST00000118239.1	ParentID:ENSMUST00000014445	LEVEL_1	PSSD	[[27385890, 27386409]]
14	47111322	47112472	PGPAHARIT00000001824	PGALLT00000090416	-	PgeneID:ENSMUST00000119771.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[47111322, 47112472]]
1	58453521	58454396	PGPAHARIT00000011286	PGALLT00000088254	+	PgeneID:ENSMUST00000174393.1	ParentID:NA	LEVEL_2	DUP	[[58453521,  58453809],  [58453900,  58454218],  [58454258, 58454396]]
22	45192319	45193087	PGPAHARIT00000009427	PGALLT00000087137	+	PgeneID:ENSMUST00000120628.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[45192319, 45193087]]
1	4285142	4286304	PGPAHARIT00000009474	PGALLT00000096182	+	PgeneID:ENSMUST00000116008.2	ParentID:NA	LEVEL_2	DUP	[[4285142,  4285205],  [4285325,  4285512],  [4286276, 4286304]]
17	67047993	67052743	PGPAHARIT00000009281	PGALLT00000096062	+	PgeneID:ENSMUST00000206027.1	ParentID:NA	LEVEL_2	PSSD	[[67047993,  67048045],  [67049934,  67050033],  [67050564,  67050657],  [67051425,  67051545],  [67051872,  67051979],  [67052274,  67052492],  [67052627, 67052743]]
3	75316546	75317300	PGPAHARIT00000007459	PGALLT00000084761	+	PgeneID:ENSMUST00000118957.1	ParentID:ENSMUST00000099756	LEVEL_1	DUP	[[75316546, 75317300]]
21	4076325	4077545	PGPAHARIT00000007914	PGALLT00000088145	+	PgeneID:ENSMUST00000161205.1	ParentID:ENSMUST00000170134	LEVEL_1	PSSD	[[4076325, 4077545]]
4	58327602	58328403	PGPAHARIT00000002407	PGALLT00000095291	-	PgeneID:ENSMUST00000192096.1	ParentID:ENSMUST00000136269	LEVEL_1	PSSD	[[58327602, 58328403]]
X	123646622	123647832	PGPAHARIT00000002365	PGALLT00000093824	-	PgeneID:ENSMUST00000198433.1	ParentID:NA	LEVEL_2	DUP	[[123646622,  123646628],  [123647527, 123647832]]
2	23467530	23469010	PGPAHARIT00000001039	PGALLT00000095171	+	PgeneID:ENSMUST00000162836.2	ParentID:ENSMUST00000085248	LEVEL_1	transcribed_PSSD	[[23467530,  23467798],  [23467874, 23469010]]
16	8007166	8008248	PGPAHARIT00000005779	PGALLT00000088805	+	PgeneID:ENSMUST00000192439.1	ParentID:ENSMUST00000095932	LEVEL_1	PSSD	[[8007166, 8008248]]
15	41118339	41118914	PGPAHARIT00000001288	PGALLT00000096477	-	PgeneID:ENSMUST00000180618.1	ParentID:ENSMUST00000024897	LEVEL_1	PSSD	[[41118339, 41118914]]
X	119947140	119947714	PGPAHARIT00000000578	PGALLT00000096530	-	PgeneID:ENSMUST00000122344.1	ParentID:ENSMUST00000057885	LEVEL_1	PSSD	[[119947140, 119947714]]
15	29344281	29344562	PGPAHARIT00000004408	PGALLT00000094551	-	PgeneID:ENSMUST00000097631.2	ParentID:ENSMUST00000150576	LEVEL_1	transcribed_PSSD	[[29344281, 29344562]]
3	63957297	63958155	PGPAHARIT00000009555	PGALLT00000092716	-	PgeneID:ENSMUST00000198975.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[63957297, 63958155]]
X	99848372	99849602	PGPAHARIT00000010197	PGALLT00000096153	-	PgeneID:ENSMUST00000120015.1	ParentID:ENSMUST00000085546	LEVEL_1	PSSD	[[99848372, 99849602]]
4	8146687	8147216	PGPAHARIT00000002424	PGALLT00000091469	-	PgeneID:ENSMUST00000191859.1	ParentID:ENSMUST00000025464	LEVEL_1	PSSD	[[8146687, 8147216]]
22	41023754	41024124	PGPAHARIT00000005727	PGALLT00000093536	+	PgeneID:ENSMUST00000118727.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[41023754, 41024124]]
1	100212337	100213294	PGPAHARIT00000003419	PGALLT00000088806	+	PgeneID:ENSMUST00000173192.1	ParentID:ENSMUST00000041045	LEVEL_1	PSSD	[[100212337, 100213294]]
5	149264642	149264804	PGPAHARIT00000005708	PGALLT00000093018	-	PgeneID:ENSMUST00000193938.1	ParentID:ENSMUST00000027785	LEVEL_1	DUP	[[149264642, 149264804]]
10	77829968	77830408	PGPAHARIT00000005747	PGALLT00000092629	+	PgeneID:ENSMUST00000188125.1	ParentID:ENSMUST00000008812	LEVEL_1	PSSD	[[77829968, 77830408]]
X	66104415	66105014	PGPAHARIT00000000583	PGALLT00000090721	-	PgeneID:ENSMUST00000145498.1	ParentID:ENSMUST00000164764	LEVEL_1	PSSD	[[66104415, 66105014]]
X	52148171	52148827	PGPAHARIT00000005703	PGALLT00000092583	+	PgeneID:ENSMUST00000120124.1	ParentID:ENSMUST00000196402	LEVEL_1	PSSD	[[52148171, 52148827]]
7	42015175	42016550	PGPAHARIT00000009415	PGALLT00000094367	-	PgeneID:ENSMUST00000122274.1	ParentID:NA	LEVEL_2	PSSD	[[42015175,  42015630],  [42016341, 42016550]]
3	37368096	37368504	PGPAHARIT00000006516	PGALLT00000092969	-	PgeneID:ENSMUST00000120738.1	ParentID:NA	LEVEL_2	PSSD	[[37368096, 37368504]]
3	130500901	130501980	PGPAHARIT00000011154	PGALLT00000096439	-	PgeneID:ENSMUST00000065243.7	ParentID:ENSMUST00000116560	LEVEL_1	PSSD	[[130500901, 130501980]]
12	12733061	12733584	PGPAHARIT00000003835	PGALLT00000088219	+	PgeneID:ENSMUST00000160015.1	ParentID:ENSMUST00000102844	LEVEL_1	PSSD	[[12733061, 12733584]]
10	90654162	90656581	PGPAHARIT00000001183	PGALLT00000090225	-	PgeneID:ENSMUST00000186275.1	ParentID:ENSMUST00000034834	LEVEL_1	PSSD	[[90654162,  90655769],  [90656035, 90656581]]
12	80293250	80293963	PGPAHARIT00000000384	PGALLT00000078837	+	PgeneID:ENSMUST00000187390.1	ParentID:ENSMUST00000094028	LEVEL_1	PSSD	[[80293250, 80293963]]
14	14982947	14983246	PGPAHARIT00000001488	PGALLT00000089057	-	PgeneID:ENSMUST00000119281.1	ParentID:ENSMUST00000047568	LEVEL_1	DUP	[[14982947, 14983246]]
3	135112376	135113606	PGPAHARIT00000002991	PGALLT00000095773	+	PgeneID:ENSMUST00000121985.1	ParentID:ENSMUST00000085546	LEVEL_1	PSSD	[[135112376, 135113606]]
8	43691571	43692686	PGPAHARIT00000004040	PGALLT00000094388	-	PgeneID:ENSMUST00000198892.1	ParentID:ENSMUST00000080926	LEVEL_1	PSSD	[[43691571, 43692686]]
4	957350	957778	PGPAHARIT00000003229	PGALLT00000089399	-	PgeneID:ENSMUST00000192449.1	ParentID:NA	LEVEL_2	PSSD	[[957350, 957778]]
8	45319877	45319941	PGPAHARIT00000003585	PGALLT00000093918	+	PgeneID:ENSMUST00000167829.1	ParentID:NA	LEVEL_2	TR_J_pseudogene	[[45319877, 45319941]]
2	17889010	17889629	PGPAHARIT00000001159	PGALLT00000093323	-	PgeneID:ENSMUST00000197645.1	ParentID:NA	LEVEL_2	PSSD	[[17889010, 17889629]]
X	97579513	97580193	PGPAHARIT00000006045	PGALLT00000089365	-	PgeneID:ENSMUST00000117144.1	ParentID:ENSMUST00000079716	LEVEL_1	PSSD	[[97579513, 97580193]]
X	135861641	135863098	PGPAHARIT00000003789	PGALLT00000090360	-	PgeneID:ENSMUST00000118945.1	ParentID:ENSMUST00000087566	LEVEL_1	PSSD	[[135861641,  135862059],  [135862111, 135863098]]
1	77757824	77758860	PGPAHARIT00000008741	PGALLT00000090589	-	PgeneID:ENSMUST00000079865.3	ParentID:ENSMUST00000081184	LEVEL_1	pseudogene	[[77757824,  77757824],  [77757912, 77758860]]
1	145060191	145061974	PGPAHARIT00000005711	PGALLT00000090594	+	PgeneID:ENSMUST00000121735.1	ParentID:ENSMUST00000153700	LEVEL_1	PSSD	[[145060191,  145060412],  [145060461, 145061974]]
3	65246891	65247558	PGPAHARIT00000007628	PGALLT00000092733	+	PgeneID:ENSMUST00000122056.1	ParentID:ENSMUST00000001513	LEVEL_1	PSSD	[[65246891,  65247344],  [65247470, 65247558]]
3	33380934	33381265	PGPAHARIT00000003393	PGALLT00000095676	-	PgeneID:ENSMUST00000118231.1	ParentID:ENSMUST00000077856	LEVEL_1	PSSD	[[33380934, 33381265]]
17	41536285	41536966	PGPAHARIT00000000347	PGALLT00000088865	+	PgeneID:ENSMUST00000152421.1	ParentID:NA	LEVEL_2	PSSD	[[41536285,  41536397],  [41536475,  41536540],  [41536611,  41536679],  [41536760, 41536966]]
5	155397124	155414418	PGPAHARIT00000006707	PGALLT00000094790	-	PgeneID:ENSMUST00000121490.1	ParentID:NA	LEVEL_2	PSSD	[[155397124,  155397210],  [155398254,  155398413],  [155399557,  155399708],  [155399964,  155400048],  [155403314,  155403408],  [155404239,  155404343],  [155405403,  155405480],  [155411801,  155411899],  [155412371,  155412475],  [155414318, 155414418]]
5	34521563	34522281	PGPAHARIT00000009444	PGALLT00000095428	+	PgeneID:ENSMUST00000190239.1	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[34521563, 34522281]]
1	73389619	73390554	PGPAHARIT00000008863	PGALLT00000094318	+	PgeneID:ENSMUST00000098228.4	ParentID:NA	LEVEL_2	DUP	[[73389619, 73390554]]
15	32216839	32217722	PGPAHARIT00000006534	PGALLT00000096290	+	PgeneID:ENSMUST00000194575.1	ParentID:ENSMUST00000002145	LEVEL_1	transcribed_PSSD	[[32216839, 32217722]]
3	161298199	161299231	PGPAHARIT00000006632	PGALLT00000092088	-	PgeneID:ENSMUST00000118225.1	ParentID:ENSMUST00000043333.8_2	LEVEL_1	PSSD	[[161298199, 161299231]]
3	26601152	26604656	PGPAHARIT00000007838	PGALLT00000090211	+	PgeneID:ENSMUST00000120391.1	ParentID:ENSMUST00000034074	LEVEL_1	DUP	[[26601152,  26601520],  [26604025, 26604656]]
1	127481230	127482002	PGPAHARIT00000001170	PGALLT00000089238	-	PgeneID:ENSMUST00000121824.1	ParentID:ENSMUST00000112268	LEVEL_1	PSSD	[[127481230,  127481731],  [127481819, 127482002]]
22	26306324	26307970	PGPAHARIT00000010575	PGALLT00000095926	-	PgeneID:ENSMUST00000122346.1	ParentID:ENSMUST00000036004	LEVEL_1	PSSD	[[26306324,  26306781],  [26306969, 26307970]]
1	73923178	73924125	PGPAHARIT00000010553	PGALLT00000094494	+	PgeneID:ENSMUST00000118378.1	ParentID:ENSMUST00000051505	LEVEL_1	DUP	[[73923178, 73924125]]
17	55560525	55560987	PGPAHARIT00000011032	PGALLT00000093403	+	PgeneID:ENSMUST00000072718.2	ParentID:ENSMUST00000080300	LEVEL_1	PSSD	[[55560525, 55560987]]
6	86356167	86356244	PGPAHARIT00000004591	PGALLT00000094699	+	PgeneID:ENSMUST00000120561.1	ParentID:ENSMUST00000176683	LEVEL_1	PSSD	[[86356167, 86356244]]
3	24062319	24062842	PGPAHARIT00000002141	PGALLT00000095335	+	PgeneID:ENSMUST00000120100.1	ParentID:NA	LEVEL_2	PSSD	[[24062319, 24062842]]
2	109082601	109084631	PGPAHARIT00000008054	PGALLT00000087475	+	PgeneID:ENSMUST00000196547.1	ParentID:NA	LEVEL_2	PSSD	[[109082601,  109082683],  [109082721,  109084253],  [109084286, 109084631]]
3	47683280	47683581	PGPAHARIT00000004210	PGALLT00000088205	+	PgeneID:ENSMUST00000120675.1	ParentID:ENSMUST00000080300	LEVEL_1	PSSD	[[47683280, 47683581]]
4	17509463	17509958	PGPAHARIT00000009068	PGALLT00000089001	+	PgeneID:ENSMUST00000200422.1	ParentID:ENSMUST00000118551	LEVEL_1	PSSD	[[17509463, 17509958]]
10	67481781	67482584	PGPAHARIT00000001894	PGALLT00000093814	-	PgeneID:ENSMUST00000183369.1	ParentID:ENSMUST00000152407	LEVEL_1	PSSD	[[67481781, 67482584]]
4	30833324	30833900	PGPAHARIT00000004064	PGALLT00000092807	+	PgeneID:ENSMUST00000200194.1	ParentID:ENSMUST00000019962	LEVEL_1	PSSD	[[30833324, 30833900]]
21	11340790	11342572	PGPAHARIT00000001975	PGALLT00000096973	+	PgeneID:ENSMUST00000117907.1	ParentID:ENSMUST00000022960	LEVEL_1	PSSD	[[11340790, 11342572]]
3	123839101	123840419	PGPAHARIT00000002544	PGALLT00000091667	+	PgeneID:ENSMUST00000117884.1	ParentID:ENSMUST00000022121	LEVEL_1	PSSD	[[123839101, 123840419]]
14	34957331	34960058	PGPAHARIT00000001385	PGALLT00000092726	+	PgeneID:ENSMUST00000192280.1	ParentID:NA	LEVEL_2	DUP	[[34957331,  34957418],  [34957504,  34957620],  [34957986,  34958109],  [34958203,  34958339],  [34959053,  34959308],  [34959500,  34959741],  [34959888, 34960058]]
19	41096772	41097037	PGPAHARIT00000002862	PGALLT00000090350	+	PgeneID:ENSMUST00000120569.2	ParentID:NA	LEVEL_2	PSSD	[[41096772, 41097037]]
X	141418954	141419691	PGPAHARIT00000008789	PGALLT00000095053	-	PgeneID:ENSMUST00000122155.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[141418954,  141419375],  [141419633, 141419691]]
14	9963642	9964229	PGPAHARIT00000000250	PGALLT00000090884	+	PgeneID:ENSMUST00000121214.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[9963642, 9964229]]
23	28353917	28357410	PGPAHARIT00000002728	PGALLT00000091857	-	PgeneID:ENSMUST00000128935.1	ParentID:NA	LEVEL_2	transcribed_PSSD	[[28353917,  28354645],  [28355228,  28355278],  [28355879,  28355997],  [28356094,  28356213],  [28356337,  28356423],  [28356523,  28356640],  [28356710,  28356828],  [28357085, 28357410]]
2	39745176	39746658	PGPAHARIT00000008399	PGALLT00000088297	-	PgeneID:ENSMUST00000202873.1	ParentID:ENSMUST00000022960	LEVEL_1	PSSD	[[39745176, 39746658]]
19	19698080	19700134	PGPAHARIT00000010347	PGALLT00000091894	+	PgeneID:ENSMUST00000117905.1	ParentID:ENSMUST00000056683	LEVEL_1	PSSD	[[19698080,  19698963],  [19699417, 19700134]]
X	39894535	39895191	PGPAHARIT00000000678	PGALLT00000096075	+	PgeneID:ENSMUST00000118880.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[39894535, 39895191]]
3	86396965	86397258	PGPAHARIT00000000110	PGALLT00000096156	-	PgeneID:ENSMUST00000122411.1	ParentID:ENSMUST00000045356	LEVEL_1	PSSD	[[86396965, 86397258]]
5	69891332	69891523	PGPAHARIT00000001316	PGALLT00000090419	+	PgeneID:ENSMUST00000185802.1	ParentID:ENSMUST00000190844	LEVEL_1	DUP	[[69891332, 69891523]]
18	2747278	2749726	PGPAHARIT00000010117	PGALLT00000087175	-	PgeneID:ENSMUST00000174597.1	ParentID:NA	LEVEL_2	DUP	[[2747278,  2747323],  [2747513,  2747660],  [2747840,  2747847],  [2749202,  2749341],  [2749631, 2749726]]
X	134595619	134596542	PGPAHARIT00000002040	PGALLT00000090954	+	PgeneID:ENSMUST00000120553.1	ParentID:ENSMUST00000041859	LEVEL_1	PSSD	[[134595619, 134596542]]
5	122142122	122142631	PGPAHARIT00000003507	PGALLT00000090144	-	PgeneID:ENSMUST00000187674.1	ParentID:ENSMUST00000023269	LEVEL_1	PSSD	[[122142122, 122142631]]
6	42204027	42205278	PGPAHARIT00000000727	PGALLT00000092764	+	PgeneID:ENSMUST00000122157.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[42204027, 42205278]]
10	84686737	84686888	PGPAHARIT00000009584	PGALLT00000092827	-	PgeneID:ENSMUST00000187176.1	ParentID:NA	LEVEL_2	PSSD	[[84686737, 84686888]]
15	71206479	71219234	PGPAHARIT00000010218	PGALLT00000087428	-	PgeneID:ENSMUST00000120383.1	ParentID:NA	LEVEL_2	DUP	[[71206479,  71206599],  [71215865,  71216054],  [71217058,  71217082],  [71219061, 71219234]]
2	163769108	163770017	PGPAHARIT00000009280	PGALLT00000091258	+	PgeneID:ENSMUST00000121079.1	ParentID:ENSMUST00000162342	LEVEL_1	PSSD	[[163769108, 163770017]]
8	41395192	41409846	PGPAHARIT00000009881	PGALLT00000088967	-	PgeneID:ENSMUST00000098624.3	ParentID:NA	LEVEL_2	PSSD	[[41395192,  41395307],  [41395565,  41395710],  [41400278,  41400491],  [41400634,  41400781],  [41401615,  41401675],  [41405215,  41405369],  [41405706,  41405914],  [41409706, 41409846]]
14	86801587	86802026	PGPAHARIT00000010618	PGALLT00000090606	-	PgeneID:ENSMUST00000121392.1	ParentID:ENSMUST00000132846	LEVEL_1	PSSD	[[86801587, 86802026]]
14	19211552	19212550	PGPAHARIT00000002798	PGALLT00000092161	+	PgeneID:ENSMUST00000120726.2	ParentID:ENSMUST00000052285	LEVEL_1	DUP	[[19211552, 19212550]]
22	23930871	23931204	PGPAHARIT00000003182	PGALLT00000092209	+	PgeneID:ENSMUST00000117886.1	ParentID:ENSMUST00000078804	LEVEL_1	PSSD	[[23930871, 23931204]]
17	38678351	38682988	PGPAHARIT00000002725	PGALLT00000094901	-	PgeneID:ENSMUST00000199341.1	ParentID:NA	LEVEL_2	PSSD	[[38678351,  38678457],  [38678491,  38678706],  [38681270,  38681481],  [38682188,  38682286],  [38682893, 38682988]]
scaffold_10803	22574	22666	PGPAHARIT00000000806	PGALLT00000090746	-	PgeneID:ENSMUST00000099936.1	ParentID:NA	LEVEL_2	pseudogene	[[22574, 22666]]
X	134192571	134193177	PGPAHARIT00000003055	PGALLT00000092050	+	PgeneID:ENSMUST00000120577.1	ParentID:ENSMUST00000059825	LEVEL_1	PSSD	[[134192571, 134193177]]
X	65735925	65738373	PGPAHARIT00000008583	PGALLT00000088610	+	PgeneID:ENSMUST00000117494.1	ParentID:ENSMUST00000002818	LEVEL_1	PSSD	[[65735925, 65738373]]
X	81355685	81356534	PGPAHARIT00000007447	PGALLT00000095738	+	PgeneID:ENSMUST00000120253.1	ParentID:ENSMUST00000082431	LEVEL_1	PSSD	[[81355685, 81356534]]
X	67288848	67289058	PGPAHARIT00000009838	PGALLT00000092379	-	PgeneID:ENSMUST00000117693.1	ParentID:NA	LEVEL_2	PSSD	[[67288848, 67289058]]
15	82059084	82060286	PGPAHARIT00000009970	PGALLT00000096799	-	PgeneID:ENSMUST00000182270.1	ParentID:jg4385.t1	LEVEL_1	PSSD	[[82059084, 82060286]]
19	11338827	11339818	PGPAHARIT00000002738	PGALLT00000095182	+	PgeneID:ENSMUST00000197717.1	ParentID:ENSMUST00000102840	LEVEL_1	PSSD	[[11338827,  11339424],  [11339628, 11339818]]
X	131275916	131290354	PGPAHARIT00000001460	PGALLT00000095248	+	PgeneID:ENSMUST00000118211.1	ParentID:ENSMUST00000113597	LEVEL_1	PSSD	[[131275916, 131290354]]
scaffold_6096	33136	34040	PGPAHARIT00000004371	PGALLT00000089892	-	PgeneID:ENSMUST00000176165.1	ParentID:ENSMUST00000176376	LEVEL_1	DUP	[[33136, 34040]]
4	122828933	122829317	PGPAHARIT00000009749	PGALLT00000094079	+	PgeneID:ENSMUST00000199682.1	ParentID:ENSMUST00000025052	LEVEL_1	PSSD	[[122828933, 122829317]]
scaffold_5090	36668	36780	PGPAHARIT00000000486	PGALLT00000092728	-	PgeneID:ENSMUST00000204972.1	ParentID:NA	LEVEL_2	PSSD	[[36668, 36780]]
6	66399181	66411361	PGPAHARIT00000008826	PGALLT00000092560	-	PgeneID:ENSMUST00000121884.1	ParentID:NA	LEVEL_2	DUP	[[66399181,  66399346],  [66401330,  66401376],  [66401547,  66401611],  [66402751,  66402884],  [66402985,  66403175],  [66403251,  66403275],  [66403789,  66403943],  [66405599,  66405726],  [66406563,  66406604],  [66407162,  66407303],  [66411167, 66411361]]
X	32952701	32953150	PGPAHARIT00000006064	PGALLT00000091652	-	PgeneID:ENSMUST00000119873.1	ParentID:ENSMUST00000077856	LEVEL_1	PSSD	[[32952701, 32953150]]
X	28117869	28118500	PGPAHARIT00000007744	PGALLT00000091730	-	PgeneID:ENSMUST00000118217.1	ParentID:ENSMUST00000150350	LEVEL_1	PSSD	[[28117869, 28118500]]
20	5910387	5911578	PGPAHARIT00000001902	PGALLT00000093170	-	PgeneID:ENSMUST00000182417.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[5910387, 5911578]]
1	171835242	171835646	PGPAHARIT00000003823	PGALLT00000088131	-	PgeneID:ENSMUST00000121724.1	ParentID:ENSMUST00000073471	LEVEL_1	PSSD	[[171835242, 171835646]]
16	28133499	28134122	PGPAHARIT00000002942	PGALLT00000091786	+	PgeneID:ENSMUST00000120579.1	ParentID:ENSMUST00000079716	LEVEL_1	PSSD	[[28133499, 28134122]]
12	31132635	31133218	PGPAHARIT00000001796	PGALLT00000096512	+	PgeneID:ENSMUST00000077110.4	ParentID:ENSMUST00000079184	LEVEL_1	DUP	[[31132635,  31132698],  [31133096, 31133218]]
16	25787096	25788174	PGPAHARIT00000007656	PGALLT00000087237	+	PgeneID:ENSMUST00000117681.1	ParentID:ENSMUST00000091719	LEVEL_1	DUP	[[25787096, 25788174]]
13	9277256	9277645	PGPAHARIT00000010159	PGALLT00000096942	-	PgeneID:ENSMUST00000120479.1	ParentID:ENSMUST00000043675	LEVEL_1	PSSD	[[9277256,  9277537],  [9277602, 9277645]]
1	13988951	13990589	PGPAHARIT00000006864	PGALLT00000096697	-	PgeneID:ENSMUST00000186774.1	ParentID:ENSMUST00000026978	LEVEL_1	PSSD	[[13988951, 13990589]]
14	21949548	21951029	PGPAHARIT00000007243	PGALLT00000096632	+	PgeneID:ENSMUST00000118858.1	ParentID:ENSMUST00000133115	LEVEL_1	PSSD	[[21949548,  21949836],  [21950641, 21951029]]
3	26491546	26492401	PGPAHARIT00000001277	PGALLT00000089410	+	PgeneID:ENSMUST00000121053.1	ParentID:ENSMUST00000063425	LEVEL_1	PSSD	[[26491546, 26492401]]
X	4436931	4437723	PGPAHARIT00000010540	PGALLT00000096706	+	PgeneID:ENSMUST00000117178.1	ParentID:ENSMUST00000102814	LEVEL_1	PSSD	[[4436931, 4437723]]
10	84067044	84067710	PGPAHARIT00000002462	PGALLT00000091076	+	PgeneID:ENSMUST00000186351.1	ParentID:ENSMUST00000026661	LEVEL_1	PSSD	[[84067044,  84067321],  [84067353, 84067710]]
17	47205368	47205826	PGPAHARIT00000008197	PGALLT00000094969	+	PgeneID:ENSMUST00000119501.1	ParentID:NA	LEVEL_2	PSSD	[[47205368, 47205826]]
6	54797536	54798675	PGPAHARIT00000004823	PGALLT00000090124	+	PgeneID:ENSMUST00000118427.2	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[54797536, 54798675]]
X	76204845	76206575	PGPAHARIT00000005595	PGALLT00000091626	-	PgeneID:ENSMUST00000120768.1	ParentID:ENSMUST00000130643	LEVEL_1	PSSD	[[76204845,  76206076],  [76206282, 76206575]]
6	32223958	32224582	PGPAHARIT00000010001	PGALLT00000088990	+	PgeneID:ENSMUST00000118621.1	ParentID:ENSMUST00000033771	LEVEL_1	PSSD	[[32223958, 32224582]]
scaffold_4578	79676	82003	PGPAHARIT00000004134	PGALLT00000084270	-	PgeneID:ENSMUST00000155076.1	ParentID:ENSMUST00000042610	LEVEL_1	DUP	[[79676,  80089],  [80552, 82003]]
X	73387531	73388596	PGPAHARIT00000008779	PGALLT00000096988	+	PgeneID:ENSMUST00000121559.1	ParentID:ENSMUST00000206832	LEVEL_1	PSSD	[[73387531,  73387723],  [73387775,  73387975],  [73388420, 73388596]]
20	8199	9445	PGPAHARIT00000003628	PGALLT00000093705	-	PgeneID:ENSMUST00000196071.1	ParentID:ENSMUST00000081650	LEVEL_1	PSSD	[[8199, 9445]]
22	30177625	30178271	PGPAHARIT00000002186	PGALLT00000092390	-	PgeneID:ENSMUST00000119408.1	ParentID:ENSMUST00000102898	LEVEL_1	PSSD	[[30177625, 30178271]]
scaffold_8293	41026	41904	PGPAHARIT00000004177	PGALLT00000095709	-	PgeneID:ENSMUST00000176352.1	ParentID:ENSMUST00000077301	LEVEL_1	DUP	[[41026, 41904]]
6	87536848	87537383	PGPAHARIT00000000603	PGALLT00000091973	-	PgeneID:ENSMUST00000118562.1	ParentID:ENSMUST00000150576	LEVEL_1	PSSD	[[87536848, 87537383]]
4	98795433	98796308	PGPAHARIT00000010877	PGALLT00000092461	-	PgeneID:ENSMUST00000120957.1	ParentID:ENSMUST00000107509	LEVEL_1	PSSD	[[98795433, 98796308]]
4	93451167	93451568	PGPAHARIT00000002366	PGALLT00000095440	+	PgeneID:ENSMUST00000122153.1	ParentID:NA	LEVEL_2	PSSD	[[93451167, 93451568]]
1	1434303	1441186	PGPAHARIT00000003619	PGALLT00000079930	+	PgeneID:ENSMUST00000121071.2	ParentID:NA	LEVEL_2	PSSD	[[1434303,  1434400],  [1434516,  1434530],  [1439008,  1439096],  [1440689,  1440759],  [1441111, 1441186]]
8	69246016	69246771	PGPAHARIT00000009319	PGALLT00000094314	+	PgeneID:ENSMUST00000186718.1	ParentID:ENSMUST00000161568	LEVEL_1	PSSD	[[69246016, 69246771]]
4	17123979	17125708	PGPAHARIT00000010653	PGALLT00000094879	+	PgeneID:ENSMUST00000196649.1	ParentID:ENSMUST00000029773	LEVEL_1	PSSD	[[17123979, 17125708]]
5	58659567	58661714	PGPAHARIT00000010689	PGALLT00000089565	-	PgeneID:ENSMUST00000118868.1	ParentID:ENSMUST00000019859	LEVEL_1	PSSD	[[58659567, 58661714]]
14	28381980	28383181	PGPAHARIT00000010896	PGALLT00000093602	+	PgeneID:ENSMUST00000120311.1	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[28381980, 28383181]]
13	168472	168837	PGPAHARIT00000003752	PGALLT00000094982	+	PgeneID:ENSMUST00000121892.1	ParentID:jg6007.t1	LEVEL_1	PSSD	[[168472, 168837]]
3	24396406	24397062	PGPAHARIT00000003937	PGALLT00000094484	-	PgeneID:ENSMUST00000119049.1	ParentID:ENSMUST00000091001	LEVEL_1	DUP	[[24396406, 24397062]]
3	37904208	37905323	PGPAHARIT00000003303	PGALLT00000096796	+	PgeneID:ENSMUST00000119348.1	ParentID:ENSMUST00000020286	LEVEL_1	PSSD	[[37904208, 37905323]]
X	5787098	5789529	PGPAHARIT00000008332	PGALLT00000095659	+	PgeneID:ENSMUST00000199916.1	ParentID:NA	LEVEL_2	DUP	[[5787098,  5787141],  [5787348,  5787485],  [5788490,  5788543],  [5789403, 5789529]]
4	89382354	89383045	PGPAHARIT00000009434	PGALLT00000094587	-	PgeneID:ENSMUST00000118852.2	ParentID:ENSMUST00000118875	LEVEL_1	PSSD	[[89382354, 89383045]]
22	43530776	43531277	PGPAHARIT00000005364	PGALLT00000097116	-	PgeneID:ENSMUST00000119466.1	ParentID:ENSMUST00000102483	LEVEL_1	PSSD	[[43530776, 43531277]]
